ID,语句
14-053,故为人君者，正心以正朝廷，正朝廷以正百官，正百官以正万民，正万民以正四方。——《汉书·董仲舒传》（举贤良对策）
14-054,最难之事，是保守秘密且不窥探他人之事。——〔译〕《名哲言行录》卷六·59
14-055,夫名，实谓也。知此之非此也，知此之不在此也，则不谓也。——《公孙龙子·名实论》
14-056,话到口中，便好应机；书到手内，便好批点。——《焚书·读书乐》
14-057,饮食男女，人之大欲存焉；仁义礼智，亦岂外乎此？——《读通鉴论》 〔意译〕
14-058,郡县之失，其专在上。——《日知录·郡县论》
14-059,竞争制造敌对，而非卓越。——《一生的学习》〔译〕
14-060,人若以受造之物为终，便把暂存当作永恆；此乃万恶之根。——《神学大全·I-II·q.71·a.1》〔译〕
14-061,不是意识决定生活，而是生活决定意识。——《德意志意识形态》〔译〕
14-062,摩耶（Māyā）依梵而有，如幻依幻师；幻师实，幻相虚。——《梵经注·卷二》〔译〕
14-063,传书言：杞梁氏之妻向城而哭，城为之崩。——《论衡·感虚》
14-064,缘督以为经，可以保身，可以全生，可以养亲，可以尽年。——《庄子·养生主》
14-065,概念，是事物的本质。——《逻辑学》〔译〕
14-066,你越是觉察自己的思想，就越不被思想束缚。——《重新认识你自己》〔译〕
14-067,进不求名，退不避罪，唯人是保，而利合于主，国之宝也。——《孙子兵法·地形篇》
14-068,"勇敢，是保持关于""何为可怕""的正确信念，不为苦乐所动。——〔译〕《理想国》429a—430c"
14-069,法治之立，本于客观之制度。——《政道与治道》 〔意译〕
14-070,灵魂若不被搅扰、洁净以去，便不朽而如神。——〔译〕《斐多》106e—107a
14-071,自然给了人理性，使人能分辨何者由己、何者不由己；这是人高于其他造物的所在。——《手册·1》〔意译〕
14-072,故知者作法，而愚者制焉；贤者更礼，而不肖者拘焉。——《商君书·更法》
14-073,病者困剧，身体痛，则谓鬼持棰杖殴击之。——《论衡·订鬼》
14-074,文之不可绝于天地间者，曰明道也，纪政事也，察民隐也，乐道人之善也。——《亭林文集·与人书三》
14-075,真正的基督教是「不可思议」的：它既超乎理性，又不违理性。——《思想录》L424〔意译〕
14-076,夫龙之为虫也，柔可狎而骑也；然其喉下有逆鳞径尺，若人有婴之者，则必杀人。人主亦有逆鳞，说之者能无婴人主之逆鳞，则几矣。——《韩非子·说难》
14-077,本只是一太极，而万物各有禀受，又自各全具一太极尔。如月在天，只一而已；及散在江湖，则随处可见。——《语类》卷九十四
14-078,我的生命，是一串误解的注解。——《日记》（Papirer）〔译〕
14-079,万物相互关联，一个微小的因可酿成巨大的果。——《思想录》L425〔意译〕
14-080,故用兵之法，十则围之，五则攻之，倍则分之，敌则能战之，少则能逃之，不若则能避之。——《孙子兵法·谋攻篇》
14-081,冲突是他人与我的原初关系。——《存在与虚无》〔译〕
14-082,非无安居也，我无安心也；非无足财也，我无足心也。——《墨子·亲士》
14-083,世界不是在时间中造成的，而是与时间一同造成的；时间随受造界而开始。——《忏悔录·11·6》〔译〕
14-084,僭主最惧怕的，正是那对他无所求的人。——〔意译〕《名哲言行录》卷六（亚历山大轶事之义）
14-085,时代的精神状况，是自由个体在制度重压下的萎缩。——《时代的精神状况》〔译〕
14-086,当千人同心，山亦让路。——《玛斯纳维·卷三》〔译〕
14-087,"感觉告诉我们""甜是甜""，理智则告诉我们""依约定""——真实唯有原子。——〔译〕《残篇》DK B（塞克斯都·恩披里柯转引，据 B117 义）"
14-088,真正配得上幸福的，是那配得上幸福的人。——《实践理性批判》〔译〕
14-089,感官所提供的，只是当下的印象，而非持续存在的外物。——《人性论》卷一·部四·章二〔意译〕
14-090,性之动，谓之为；为之伪，谓之失。——《庄子注·养生主》
14-091,我可以犯错，而你也可能对；通过共同的努力，我们能更接近真理。——《无穷的探索》〔译〕
14-092,天子之所是未必是，天子之所非未必非。——《明夷待访录·学校》
14-093,天地虽大，其化均也；万物虽多，其治一也。——《庄子·天地》
14-094,佛法遍于草木国土，无有遗余。——《正法眼藏·仏法》
14-095,有余无余者，盖是正举之异号，应物之假名。——《涅槃无名论》
14-096,余少好音声，长而玩之。——《琴赋》序
14-097,死亡、痛苦、斗争、罪责，是人人无法逃脱的临界处境。——《哲学》第一卷〔译〕
14-098,我执若尽，则业种焦枯，不复受生。——《梵经注·卷三》〔译〕
14-099,真正的演说家，应当以改善公民的灵魂为目的。——柏拉图《高尔吉亚篇》502e 以下〔译〕※
14-100,异化的扬弃，走的是与异化相同的道路。——《1844年经济学哲学手稿》〔译〕
14-101,余独不然，以为宁义而贫，宁屈而伸。——《焚书·自赞》
14-102,故舆人成舆，则欲人之富贵；匠人成棺，则欲人之夭死也。——《韩非子·备内》
14-103,人事代谢，如水流灯灭。——《徒然草》〔译〕
14-104,欲利而身，先利而君；欲富而家，先富而国。——《韩非子·外储说右下》
14-105,问：「心如何主一？」曰：「主一只是专一。」——《语类》
14-106,治之经，礼与刑。——《荀子·成相》
14-107,一切都是过客，连对它们的记忆也会很快消亡。——《沉思录》卷四·33—35〔意译〕
14-108,秦之所以获罪于万世者，私己而已矣。——《读通鉴论·卷一》
14-109,石之白，石之坚，见与不见，二与三，若广修而相盈也。——《公孙龙子·坚白论》
14-110,虽在庙堂之上，其心无异于山林之中。——《庄子注·逍遥游》
14-111,圣可学乎？曰：可。有要乎？曰：有。请闻焉。曰：一为要。一者，无欲也。——《通书·圣学》
14-112,自然既有完美以显其为神的形象，也有缺陷以显其不过是形象。——《思想录》L418〔意译〕
14-113,朋友有四：有友如花、如称、如山、如地，当亲近如山如地者。——《长阿含经·善生经》
14-114,祸本生于有福，故曰：祸兮福之所倚。——《韩非子·解老》
14-115,中正然后贯天下之道。——《正蒙·中正》
14-116,罪不是一种实体，而是意志背离了那不变之善。——《论自由意志·2·3》 〔译〕
14-117,银河是众星之光的交汇。——〔译〕《残篇》DK B（艾修斯转引）
14-118,知善不等于行善；意志须与理智相和，方能成德。——《神学大全·I-II·q.77·a.2》〔译〕
14-119,人在无聊中寻求消遣，只为逃避面对自身的空虚。——《思想录》L136（消遣篇）〔意译〕
14-120,智有穷幽之鉴，而无知焉；神有应会之用，而无虑焉。——《般若无知论》
14-121,政治学研究最高的善，它统摄其余科学如主妇统辖家事。——〔译〕《尼各马可伦理学》1094a—b
14-122,农战之民千人，而有《诗》《书》辩慧者一人焉，千人者皆怠于农战矣。——《商君书·农战》
14-123,己为自依怙，他人何可依？善自调伏者，得难得解脱。——《法句经·精进品》〔意译〕
14-124,然则为天下之大害者，君而已矣。——《明夷待访录·原君》
14-125,事物不能脱离神而存在或被理解。——《伦理学》第一部分·命题三十三附释一〔意译〕
14-126,人与人的团结，是荒诞世界唯一的慰藉。——《鼠疫》〔意译〕
14-127,行者当常念「我非身、非识，我是见证者」。——《薄伽梵歌注·卷十三》〔译〕
14-128,人当知耻，耻在不知耻。——《徒然草》〔译〕
14-129,能凌驾于快乐之上者，胜过被快乐所制者。——〔译〕《残篇》DK B49（斯托拜乌斯转引）
14-130,人既已生，便愿活下去，并愿遭遇死亡，或者说，愿得安息。——〔译〕《残篇》DK B20（克莱门《杂记》转引）
14-131,图像以一定方式结合，表现事物以同样方式结合。——《逻辑哲学论》2.1〔译〕
14-132,在自我选择时，我同时选择了人性形象。——《存在主义是一种人道主义》〔译〕
14-133,你口口声声说爱自由，却把灵魂交给每一个能赞美或贬损你的人，岂不荒谬？——《手册·14》〔意译〕
14-134,我们的知识范围狭窄，却足以引导生活。——《人类理解论》卷四·章三·节6〔意译〕
14-135,凡愚不了自性，不识身中净土，愿东愿西。——《坛经》（敦煌本）
14-136,权力的分立有助于防止专制。——《政府论两篇·下篇》章十二·节143〔意译〕
14-137,知识的基础不是论证，而是不疑的行动方式。——《论确实性》§110〔译〕
14-138,不深思则不能造于道；不深思而得者，其得易失。——《遗书》卷十五
14-139,"万物之""为何""，可归为四因：质料、形式、动力、目的。——〔译〕《形而上学》1013a—b"
14-140,生活形式（Forms of life）是语言游戏得以可能的基底。——《哲学研究》§19〔译〕
14-141,我宁愿要一个可错却开放的心灵，也不要一个确然却封闭的心灵。——《无穷的探索》〔意译〕
14-142,它在强大的必然性之链中静止不动，无始无终。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
14-143,确定性不在事物本身，而在观念之间的一致。——《人类理解论》卷四·章四·节3〔意译〕
14-144,义是应该，利是实用。——《新原人》 〔意译〕
14-145,世俗所患，患言事增其实；著文垂辞，辞出溢其真。——《论衡·艺增》
14-146,两种无限——物质的无限与创造的无限——都超出人的把握。——《思想录》L199〔意译〕
14-147,未晓不妨权放过，切身须要急思量。——《读书》（诗）
14-148,傲者终败，谦者长存。——《徒然草》〔译〕
14-149,幸福，不过是痛苦的暂时缺席。——《附录与补遗·人生的智慧》〔译〕
14-150,我一生都在学习如何停留在悬而未决之中。——《精神生活·思维》〔意译〕
14-151,我们评判外物，常随众人的喧嚣；独立的判断，须先独立于众人的意见。——《论生命之短暂·7》〔译〕
14-152,它既非曾是，亦非将成；它整个地、同时地、唯一地、连续地在。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
14-153,堕肢体，黜聪明，离形去知，同于大通，此谓坐忘。——《庄子·大宗师》
14-154,如果你们杀了我，你们将很难找到第二个像我这样的人。——柏拉图《申辩篇》30e〔译〕
14-155,一切存在物都互为因果，构成了一个神圣的整体。——《沉思录》卷九·9 前后〔意译〕
14-156,凡是清楚分明呈现于理智的东西，都可以由上帝产生。——《第一哲学沉思集》第三沉思〔意译〕
14-157,知者，吾之所固有，然不致则不能得之。——《遗书》卷二十五
14-158,神是善的唯一原因，绝不会是任何恶的原因。——〔译〕《理想国》379a—380c
14-159,现代技术社会制造了「无机的人」。——《时代的精神状况》〔译〕
14-160,万物莫不有对，一阴一阳，一善一恶。——《遗书》卷十一
14-161,扬弃（Aufhebung），同时是取消、保存与提升。——《逻辑学》〔译〕
14-162,只心便是天，尽之便知性，知性便知天，当处便认取，更不可外求。——《遗书》卷二上 #self-other
14-163,我的幸福不在彼岸，而在对当下世界的忠诚。——《西西弗神话》〔意译〕
14-164,天动不欲以生物，而物自生，此则自然也；施气不欲为物，而物自为，此则无为也。——《论衡·自然》
14-165,涅槃之道，不可以有无得之明矣。——《涅槃无名论》
14-166,古都之迹，令人思兴亡。——《徒然草》〔译〕
14-167,心之全德，曰仁；仁者，浑然与物同体。——《新原人》 〔意译〕
14-168,必须言说并思虑：存在者存在；因为存在是，非存在不是。——〔译〕《论自然》残篇 DK B6（辛普里丘转引）
14-169,察其言，迹其行，察其所能，而慎予官。——《墨子·尚贤中》
14-170,我们评判一个社会，要看它能否容纳反对者。——《开放社会及其敌人》〔意译〕
14-171,天下岂有贵于其身者哉？——《焚书·答耿中丞》
14-172,「我思故我在」只是抽象的确定性，尚非具体的精神。——《哲学史讲演录》〔译〕
14-173,历史哲学，是从现象中辨认出理性。——《历史哲学讲演录》〔译〕
14-174,惟精惟一，允执厥中。——《尚书》（程颐引以教学者）
14-175,真正的友谊建立在德性之上；一个只顾利益的伙伴，在利益尽时便散。——《手册·33》〔意译〕
14-176,白马者，马与白也，马与白非马也。——《公孙龙子·白马论》
14-177,阴阳是气，五行是质，理则无形象方所。——《语类》卷一
14-178,文化之本，在思想自由。——《十力语要·卷四》 〔意译〕
14-179,依赖任何人、任何观念，都会生出恐惧。——《重新认识你自己》〔译〕
14-180,五色有好丑，五声有善恶，此物之自然也。——《声无哀乐论》
14-181,没有人会故意追求对自己不利的东西。——柏拉图《美诺篇》77b 以下〔译〕※
14-182,有教无类。——《论语·卫灵公》
14-183,你是宇宙的一部分；你来自宇宙，也终将回归宇宙。——《沉思录》卷四·14〔意译〕
14-184,实体之流行，即是天道。——《读经示要》 〔意译〕
14-185,真正的自由，是认识到必然性。——《法哲学原理·§15 附释》〔译〕
14-186,圣人之道，吾性自足，向之求理于事物者误也。——《传习录》下（龙场悟道语）
14-187,自己而然，则谓之天然。天然耳，非为也。——《庄子注·齐物论》
14-188,人若知这良知诀窍，随他多少邪思妄念，这里一觉，都自消融。——《传习录》下
14-189,学非利禄之途，而所以为进德之基。——《语录》
14-190,道遍满天下，无些小空阙。——《语录》（卷三十四）
14-191,你拥有对自身心灵的主宰权，外物不能支配它。——《沉思录》卷五·19〔意译〕
14-192,真正的自由，是意志的寂灭。——《作为意志和表象的世界》〔译〕
14-193,超越者（Transcendence）是我在临界中所依凭的暗处之光。——《哲学》〔意译〕
14-194,訾粟而税，则上壹而民平。——《商君书·垦令》
14-195,观察者即是被观察者。——《重新认识你自己》〔译〕
14-196,吾人之性，即天命之流行。——《读经示要·卷一》 〔意译〕
14-197,夫德不可独任以治国，力不可直任以御敌。——《论衡·非韩》
14-198,自我，是一种关系，它自身与自己发生关系。——《致死的疾病》（Anti-Climacus）〔译〕
14-199,政治若剥夺人的脸，便走向极权。——《反抗者》〔意译〕
14-200,公众，是无人负责的非存在。——《现时代》（本名）〔译〕
14-201,意识在任何时候都只能是被意识到了的存在。——《德意志意识形态》〔译〕
14-202,形而上学的主体不属于世界，而是世界的界限。——《逻辑哲学论》5.641〔译〕
14-203,我之为我，是我不断否定既定、趋向自由的运动。——《哲学》〔意译〕
14-204,对爱的渴望，是绝大多数不幸福的人所匮乏的。——《幸福之路》〔译〕
14-205,士志于道，而耻恶衣恶食者，未足与议也。——《论语·里仁》
14-206,他并不愚蠢，问题恰恰在于：他无法思考。——《艾希曼在耶路撒冷》〔译〕
14-207,我不是雅典人，也不是希腊人，我是世界公民。——普鲁塔克《论放逐》引⚠️〔归属存疑〕
14-208,实践（praxis）是人把自身外化为世界的活动。——《辩证理性批判》〔译〕
14-209,受、想、行、识，亦复如是，无常、苦、非我。——《杂阿含经·卷一》
14-210,我之所谓「我」，是由贯穿各时的同一意识所构成的。——《人类理解论》卷二·章廿七·节9〔意译〕
14-211,神是幸福而不朽的存在，自身无烦恼，也不加烦恼于他者，故不怒亦不偏私。——〔译〕《主要学说》KD 1
14-212,报复别人最好的方式，是不要变成像他那样的人。——《沉思录》卷六·6〔意译〕
14-213,在一切成文法之上，有一部写在理性中的自然之法；它不随时而变。——《论恩惠·4》〔译〕
14-214,富者积金，终与乞儿同穴。——《鲁拜集》〔译〕
14-215,德者，得也，凡有性质而可有者也。——《正蒙·至当》
14-216,众人皆有以，而我独顽且鄙。我独异于人，而贵食母。——《道德经·第二十章》
14-217,生生之谓易，是天之所以为道也。——《遗书》卷十一
14-218,余性好刚，故为人所恶；余性好高，故为人所忌。——《焚书·自赞》
14-219,灵魂拯救与世俗统治是两回事，国家无权强迫信仰。——《论宗教宽容》〔意译〕
14-220,我的自由不在于任意，而在于依充足理由而选择。——《神义论》〔意译〕
14-221,传统道德常把压抑误当作德行。——《婚姻与道德》〔意译〕
14-222,听那芦笛的诉说，它因别离而哀泣。——《玛斯纳维·卷一》(开篇 reed-flute)
14-223,人皆知有用之用，而莫知无用之用也。——《庄子·人间世》
14-224,地球扁平如盘，中央微凹。——〔译〕《残篇》DK B（艾修斯转引）
14-225,问：「格物须是到处求？」曰：「不消如此说，只是就那事上格。」——《语类》卷十五
14-226,多重性（nāma-rūpa）由无明安立，实相中本无差别。——《梵经注·卷三》〔译〕
14-227,人之所以为人，在于他能思维、能思想。——《哲学史讲演录》〔译〕
14-228,仲由喜闻过，令名无穷焉。今人有过，不喜人规，如护疾而忌医，宁灭其身而无悟也。——《通书·过》
14-229,圣人尽性，不以见闻梏其心。——《正蒙·大心》
14-230,我把生命当作一种风格化的实践，而非一种本质。——《性经验史·关心自己》〔意译〕
14-231,执著于经验，就是执著于已知。——《重新认识你自己》〔译〕
14-232,大全不可对象化，却是一切对象得以显现的基底。——《哲学》〔译〕
14-233,科学所长在量智，哲学所归在性智。——《新唯识论·卷中》 〔意译〕
14-234,此在在其日常中首先与通常失落于它所操劳的世界。——《存在与时间》§38〔译〕
14-235,社会的防御，从来不是针对外敌，而是针对它自己的成员。——《必须保卫社会》〔意译〕
14-236,缘夫天下之大，非一人之所能治，而分治之以群工。——《明夷待访录·原臣》
14-237,一切行动是自在天（Īśvara）之力，非我之所能。——《薄伽梵歌注·卷三》〔译〕
14-238,骄傲与谦卑，源于我们把令人愉悦的性质归属于自我。——《人性论》卷二·章一〔意译〕
14-239,存在者整体之无蔽，即真理的显现。——《林中路·艺术作品的本源》〔译〕
14-240,鱼，我所欲也；熊掌，亦我所欲也。——《孟子·告子上》
14-241,我写作不是为了让别人跟随，而是为了与别人一起迷失。——《言与文》〔意译〕
14-242,由无明故有行，由行故有识；无明灭则行灭。——《杂阿含经·卷十二》（十二缘起，观自我之流转）
14-243,真正幸福者，非众人以为幸福者，而是真实幸福者。——〔译〕《残篇》DK B71（斯托拜乌斯转引）
14-244,恶旨酒，崇伯子之顾养；育英才，颍封人之锡类。——《西铭》
14-245,民之性，饥而求食，劳而求佚，苦则索乐，辱则求荣。——《商君书·算地》
14-246,不以一毫私意自蔽，不以一毫私欲自累。——《遗书》卷十五
14-247,群众（Masse）使个人匿名化，消解其责任与判断。——《时代的精神状况》〔译〕
14-248,住在地球上的是「人」，而非抽象的「人类」。——《人的境况》〔译〕
14-249,世界的意义在世界之外。——《逻辑哲学论》6.41〔译〕
14-250,我的好奇心，比我的确定性更有价值。——《权力的眼睛》〔意译〕
14-251,痛苦，教人认识自己。——《附录与补遗·人生的智慧》〔译〕
14-252,君子易知而难狎。——《荀子·不苟》
14-253,家族相似使我们把多样活动都称作「游戏」。——《哲学研究》§67〔译〕
14-254,存，吾顺事；没，吾宁也。——《西铭》
14-255,信、望、爱三德，是神直接注入的；它们超乎人之自然力，却成全自然。——《神学大全·I-II·q.62·a.1》〔译〕
14-256,若不为天象所惊扰，便无需他物来安顿自己的心。——〔译〕《主要学说》KD 11
14-257,决断（Entschlossenheit）使此在从常人的沉沦中挣脱。——《存在与时间》§60〔译〕
14-258,真正的智慧只属于神；人的智慧微不足道。——柏拉图《申辩篇》23a〔译〕
14-259,一个人若从不怀疑自己的动机，他便已停止思考。——《精神生活·思维》〔意译〕
14-260,痛苦是肯定的，快乐是否定的。——《作为意志和表象的世界》〔译〕
14-261,良知之明觉，是吾人真主。——《心体与性体·第二部》 〔意译〕
14-262,看看你自己的内心。那里有善的源泉，只要你不断挖掘，它就会不断涌出。——《沉思录》卷七·59
14-263,所以谓万物一体者，皆有此理，只为从那里来。——《遗书》卷二上
14-264,神所造的万物都是好的；所谓「恶」，只是你不理解它在整体中的位置。——《手册·8》〔意译〕
14-265,懂得感恩的人，永远富足。——〔译〕《梵蒂冈格言集》VS 42
14-266,灵魂不灭，因为它是一个单纯的实体。——《单子论》第36节〔意译〕
14-267,处境不是牢笼，而是自由得以展开的场域。——《存在主义是一种人道主义》〔译〕
14-268,"逃避世间邪恶的唯一办法，是使自己变得""像神一样""。——〔译〕《泰阿泰德》176a—b"
14-269,历史的意义，在于理性在人性中的逐步实现。——《欧洲科学的危机与超越论的现象学》§7〔译〕
14-270,孟子说性善，荀子说性恶，皆就人之所以为人者立论。——《中国哲学史·上册》
14-271,我无为而民自化，我好静而民自正，我无事而民自富，我无欲而民自朴。——《道德经·第五十七章》
14-272,知足者富。——《道德经·第三十三章》
14-273,夫物之所以生，功之所以成，必生乎无形，由乎无名。无形无名者，万物之宗也。——《老子指略》
14-274,立人能之本，在尽其性。——《读经示要·卷一》 〔意译〕
14-275,人格同一性在于意识的同一，而非身体的同一。——《人类理解论》卷二·章廿七·节9〔意译〕
14-276,风声雨声，无非说法；溪山草木，尽是法身。——《正法眼藏·仏法》
14-277,我一生的敌人，是教条，而非持不同意见的人。——《开放社会及其敌人》〔意译〕
14-278,人心在获得任何观念之前，是空白的。——《人类理解论》卷二·章一·节3〔意译〕
14-279,人没有先验的本性，他是他所做的选择的总和。——《存在主义是一种人道主义》〔译〕
14-280,荃者所以在鱼，得鱼而忘荃；言者所以在意，得意而忘言。——《庄子·外物》
14-281,学术者，天下之公器，非一人之私言。——《亭林文集》 〔意译〕
14-282,我作为认知主体，对世界的认知预设了世界在我的意识中的被给予性。——《笛卡尔式的沉思》〔意译〕
14-283,第四位（图利亚）超越醒、梦、眠，不内不外，是寂静不二之自我。——《蛙氏奥义书注》〔译〕
14-284,喜怒不形于色，是成人之德。——《徒然草》〔译〕
14-285,在灾难中，人彼此的团结胜过一切主义。——《鼠疫》〔译〕
14-286,及宫商集比，声音克谐，此人心至愿，情欲之所钟。——《声无哀乐论》
14-287,自然主义把意识还原为物理事件，是对理性本身的背叛。——《欧洲科学的危机与超越论的现象学》〔意译〕
14-288,有两样东西，我越是反复思考，越觉敬畏：头顶的星空与心中的道德律。——《实践理性批判·结论》〔译〕
14-289,"古今皆以""惊奇""为哲学之始：先疑怪异，后穷究竟。——〔译〕《形而上学》983a"
14-290,余读其书，想见其为人，未尝不慨然也。——《焚书·读史》
14-291,故圣人之为国也，观俗立法则治，察国事本则宜。——《商君书·算地》
14-292,躁静者，声之功也；哀乐者，情之主也。——《声无哀乐论》
14-293,自然界的目的性，显明造主之智；一叶一虫，皆有其所以然。——《神学大全·I·q.2·a.3》〔译〕
14-294,夫小大虽殊，而放于自得之场，则物任其性，事称其能，各当其分。——《庄子注·逍遥游》
14-295,学不知本，而揣度形似，其言愈多，其实愈乖。——《语录》
14-296,真正的修辞，必出自对灵魂本性的真切认识。——〔译〕《斐德罗》271a—272a
14-297,自由的社会，来自自由的个人。——《一生的学习》〔译〕
14-298,一切知识最终都建立在「原本给予的」直观之上。——《现象学的观念》第三讲〔译〕
14-299,交往（Kommunikation）是实存得以实现的途径。——《哲学》〔译〕
14-300,我们不应做过去的囚徒，未来向我们是敞开的。——《历史决定论的贫困》〔意译〕
