ID,语句
13-053,决定论若成立，人的责任便无从谈起。——《科学发现的逻辑》〔意译〕
13-054,非唯无有能生有，有亦不能化为无矣。——《庄子注·知北游》
13-055,正义（Dike）掌握钥匙，洞开昼夜之门；光明之女引领我越过此门。——〔译〕《论自然》残篇 DK B1（辛普里丘转引）
13-056,今人却就将知行分作两件去做，以为必先知了然后能行。——《传习录》上
13-057,家庭、市民社会、国家，是伦理生活的三个环节。——《法哲学原理》〔译〕
13-058,意识的根本特征是意向性：它总是关于某物的意识。——《纯粹现象学通论》§84〔译〕
13-059,语言若不与观念稳定相连，便毫无意义。——《人类理解论》卷三·章二·节1〔意译〕
13-060,世或有谓神仙可以学得，不死可以力致者；或云上寿百二十，古今所同，过此以往，莫非妖妄者。——《养生论》
13-061,我们从不满意于现在，总是设想一个更惬意的处境。——《思想录》L166〔意译〕
13-062,诗何必古选，文何必先秦……皆古今至文，不可得而时势先后论也。——《焚书·童心说》
13-063,儒者之学，经纬天地，非仅训诂章句。——《南雷文定》 〔意译〕
13-064,世事如戏，演员登场又退场。——《鲁拜集》〔译〕
13-065,那些许诺人间天堂的人，往往把人领向地狱。——《开放社会及其敌人》〔译〕
13-066,世界，是我们出生其间、又终将离去的那个共同空间。——《人的境况》〔译〕
13-067,视觉等感觉天然愉悦，因其最清晰。——〔译〕《尼各马可伦理学》1172a—b
13-068,君子生非异也，善假于物也。——《荀子·劝学》
13-069,国家若无宗教自由，便只能靠恐惧维持，终将不稳。——《神学政治论》第二十章〔意译〕
13-070,君与臣，共曳木之人也。——《明夷待访录·原臣》
13-071,问：「心、性、情，如何分别？」曰：「心是包得这两个物事，性是心之理，情是心之用。」——《语类》卷五
13-072,我身上那不可战胜者，不是希望，而是坚持。——《夏天》〔意译〕
13-073,人无法治愈死亡、悲惨与无知，于是决定不去想它们。——《思想录》L133〔意译〕
13-074,良知自我坎陷，以开知性。——《政道与治道》 〔意译〕
13-075,无厚，不可积也，其大千里。——《庄子·天下》（历物十事之二）
13-076,尽其性然后能尽物之性，至于命者亦能至人之性，不易之诚也。——《正蒙·诚明》
13-077,人最大的罪，是对自身的冷漠。——《反抗者》〔意译〕
13-078,为上而无为，则任物自为。——《庄子注·在宥》
13-079,清明在躬，则觉解自生。——《新理学》 〔意译〕
13-080,若真修道人，不见世间过。——《坛经》（敦煌本）
13-081,君子上交不谄，下交不渎，其知几乎？——《易传·系辞注》
13-082,理性不是拥有真理，而是愿意被理性说服而改变。——《猜想与反驳》〔意译〕
13-083,人莫鉴于流水而鉴于止水，唯止能止众止。——《庄子·德充符》
13-084,道德法则，是纯粹实践理性的唯一事实。——《实践理性批判》〔译〕
13-085,同情心，是连接我与陌生人的唯一可靠纽带。——《自传》〔意译〕
13-086,四姓平等，犹如四大河俱入大海，咸同一味，无有差别。——《长阿含经·阿摩昼经》
13-087,发菩提心者，非为自身一人，乃为一切众生。——《正法眼藏·発菩提心》
13-088,灵魂的一年，于他们犹如一季。——〔译〕《残篇》DK B100（希波吕托斯转引）
13-089,真正的老师，引你见己，而非授己之见。——《玛斯纳维·卷六》〔译〕
13-090,财产权源于劳动：人把劳动掺入自然物，便取得所有权。——《政府论两篇·下篇》章五·节27〔意译〕
13-091,自我同一性取决于贯穿各时的同一意识。——《人类理解论》卷二·章廿七·节10〔意译〕
13-092,言说所表之法皆落世俗；第一义谛超越语言。——《梵经注·卷一》〔译〕
13-093,使我们对自身安心的那种确信，也同样地产生友谊。——〔译〕《主要学说》KD 28
13-094,备者，国之重也。——《墨子·七患》
13-095,世界因充满单子而丰盈，因和谐而统一。——《单子论》第58节〔意译〕
13-096,艺术是真理自行置入作品。——《林中路·艺术作品的本源》〔译〕
13-097,天下之理一也，途虽殊而其归则同，虑虽百而其致则一。——《易传·序》
13-098,严格的哲学不允许以任何未经检验的独断为前提。——《现象学的观念》〔意译〕
13-099,故善战者，避其锐气，击其惰归。——《孙子兵法·军争篇》
13-100,夫学贵得之心。求之于心而非也，虽其言之出于孔子，不敢以为是也。——《答罗整庵少宰书》
13-101,一个人对自己痛的「知道」，与他人的知道，并非两种不同认知。——《哲学研究》§246〔译〕
13-102,君子博学而日参省乎己，则知明而行无过矣。——《荀子·劝学》
13-103,圆教之极，在即现象即物自身。——《圆善论》 〔意译〕
13-104,人若不能忍受最简陋的生活，便谈不上是自由的。——〔意译〕《名哲言行录》卷六（犬儒要义）
13-105,诚明所知，乃天德良知，非闻见小知而已。——《正蒙·诚明》
13-106,天地逆旅，万物过客，皆无常住。——《鲁拜集》〔译〕
13-107,最能认清生命限度的人，对一切无所畏惧。——〔译〕《主要学说》KD 39
13-108,死亡是整个自然的一部分，是物质元素的重新分配；它不偏待人。——《论心灵的宁静·11》〔译〕
13-109,律己足以服人，量宽足以得人，身先足以率人。——《焚书》（流传甚广，盖李贽风格，原文待核） ⚠️
13-110,夷狄之辨，在礼义而不在族类。——《日知录·狄》 〔意译〕
13-111,制度若以数量为尺度，便牺牲了个体。——《现时代》（本名）〔译〕
13-112,传统与制度，是数代人试错积累的产物，不可轻易推倒。——《开放社会及其敌人》〔意译〕
13-113,所谓学习，不过是灵魂回忆它生前已有的知识。——〔译〕《美诺》81c—d
13-114,你应常自问：我今日是否比昨日更接近那个理想中的自己？——《致鲁基里乌斯书信集·第1封》〔译〕
13-115,人能够意识到自身是超越于感性世界的成员。——《实践理性批判》〔译〕
13-116,名山大川，所在都有，只此胸中一点灵明。——《焚书·杂述》
13-117,未发时，只是个浑然天理。——《语类》卷六十二
13-118,德者，得也；常得而无丧，利而无害，故以德为名焉。——《老子注·四十一章》
13-119,命运之笔已写就卷册，无可涂改。——《鲁拜集》〔译〕
13-120,我们自以为知道的，许多是错的；我们所能确知的，远比想象中少。——《人类的知识》〔译〕
13-121,礼者，天理之节文，人事之仪则也。——《论语集注》
13-122,虽在农与工肆之人，有能则举之。——《墨子·尚贤上》
13-123,一切众生，本来成佛，非从外得。——《正法眼藏·仏法》
13-124,治天下者，贵得人而已。——《明夷待访录》 〔意译〕
13-125,强行者有志。——《道德经·第三十三章》
13-126,谓人有男女则可，谓见有男女岂可乎？谓见有长短则可，谓男子之见尽长，女子之见尽短，岂可乎？——《焚书·答以女人学道为见短书》
13-127,诸法实相中，无有戏论；若人起戏论，是则破实相。——《回诤论·卷一》〔意译〕
13-128,凡违背公共利益的，也违背理性。——《沉思录》卷九·1〔意译〕
13-129,我必须对自己的一切成见做彻底的检讨，这本身是一种自我责任。——《笛卡尔式的沉思》〔意译〕
13-130,行不义而自污其魂，比受不义之伤更可耻。——〔译〕《高尔吉亚》507c—508a
13-131,若无人自己为自己立法，便无人真正受法则约束。——《道德形而上学奠基》〔译〕
13-132,天地者，万物之总名也。——《庄子注·逍遥游》
13-133,兼相爱，交相利。——《墨子·兼爱中》
13-134,羊不二，牛不二，而羊牛二，是而羊而牛也。——《公孙龙子·通变论》
13-135,吾以天地为棺椁，以日月为连璧，星辰为珠玑，万物为赍送。——《庄子·列御寇》
13-136,人处疾则贵医，有祸则畏鬼。——《韩非子·解老》
13-137,自由自觉的生产，是人的类生活。——《1844年经济学哲学手稿》〔译〕
13-138,我发现，离我的心灵最近、最为我所确知的，正是「我在思维」这一事实。——《第一哲学沉思集》第二沉思〔意译〕
13-139,大其心则能体天下之物，物有未体，则心为有外。——《正蒙·大心》
13-140,节制欲望、克制冲动、按理性行事——这三件事就足够了。——《沉思录》卷七·51〔意译〕
13-141,众人皆睡，临死方醒。——⚠️ 此句常归于安萨里，然其确切文献出处有异说，列此待考，未计入严格统计。——《宗教学科的复兴》附（存疑）
13-142,自然科学的客观真理，只有回溯到生活世界才获得意义。——《欧洲科学的危机与超越论的现象学》§34〔译〕
13-143,故必仁且智。——《春秋繁露·必仁且智》
13-144,无（Nichts）揭示出存在者整体的令人惊异。——《形而上学是什么？》〔译〕
13-145,汝当自努力，如来唯说者，行道在己身。——《杂阿含经·卷三二》（示修行在己）
13-146,民主的价值，不在于多数永远正确，而在于它容许和平地纠正错误。——《西方哲学史》〔意译〕
13-147,万法皆空，而因果不昧。——《正法眼藏·因果》
13-148,你们应当缔造比你们更高等的人——为此，先成为配得上婚姻的人。——《查拉图斯特拉如是说·论孩子与婚姻》〔意译〕
13-149,故治国者，其抟力也，以富国强兵也；其杀力也，以事敌劝民也。——《商君书·算地》
13-150,夫贤圣下笔造文，用意详审，尚未可谓尽得实；况仓卒吐言，安能皆是？——《论衡·问孔》
13-151,神把某些事交在我们手中，某些事交在命运手中；凡交在命运手中的，我们无权要求。——《手册·1》〔意译〕
13-152,绝望，是不再寄望于外在的救赎。——《存在主义是一种人道主义》〔译〕
13-153,社会的权力，对个人的侵犯必须有限度。——《论自由·第一章》〔译〕
13-154,动静无端，阴阳无始。——《遗书》卷十五
13-155,我也曾把最毒的药当作最好的药。——《查拉图斯特拉如是说》〔意译〕
13-156,学者常要收敛，不可恁地放肆。——《语类》
13-157,自由，是精神的本质。——《历史哲学讲演录》〔译〕
13-158,愤怒无害于人，却伤及自身；这是最容易戒除的习惯。——《沉思录》卷十一·18〔意译〕
13-159,服从与自由不能并存。——《克里希那穆提讲演录》〔译〕
13-160,轮回（saṃsāra）依无明而有，如无绳而见蛇；智起则轮回息。——《梵经注·卷三》〔译〕
13-161,真正的自我，是在与「大全」的关联中才显现的。——《哲学》〔意译〕
13-162,复数性（plurality），是一切政治生活的条件。——《人的境况》〔译〕
13-163,我宁可孤独地清醒，也不愿糊涂地合群。——《过去与未来之间》〔意译〕
13-164,摹状词理论表明：「当今法国国王是秃头」既不真也不假，而是无意义。——《数理哲学导论》〔译〕
13-165,天地任自然，无为无造，万物自相治理。——《老子注·五章》
13-166,太和所谓道，中涵浮沉、升降、动静、相感之性，是生絪缊、相荡、胜负、屈伸之始。——《正蒙·太和》
13-167,哲学以「为什么存在者存在而无却不在」为最基本问题。——《形而上学是什么？》〔译〕
13-168,天下无指，物无可以谓物。——《公孙龙子·指物论》
13-169,欲望（nafs）若不加约束，便是万恶之门。——《宗教学科的复兴》〔译〕
13-170,"灵魂不朽可由""自生""与""理型不变""双重论证推得。——〔译〕《斐多》78b—80c"
13-171,今日之日月，非昨日之日月也。——《思问录·外篇》
13-172,我对「我」的认同，来自记忆把知觉连成一串。——《人性论》卷一·部四·章六〔意译〕
13-173,磐石千里，不可谓富；象人百万，不可谓强。——《韩非子·显学》
13-174,财富如海水：愈饮愈渴。——〔意译〕《名哲言行录》卷六（据其言论）
13-175,非诚，非也，邪暗，塞也。——《通书·诚下》
13-176,异化劳动，使人与劳动产品、类本质、自身和他人相疏离。——《1844年经济学哲学手稿》〔译〕
13-177,哲学之事，基源在于证体。——《新唯识论·卷中》 〔意译〕
13-178,尽其心者，知其性也；知其性，则知天矣。——《孟子·尽心上》
13-179,自由不是任意行事，而是不被任何外物所迫；一个皇帝若畏惧属下，他便不是自由人。——《手册·2》〔意译〕
13-180,诚者，五常之本，百行之源也。——《通书·诚下》
13-181,见小曰明，守柔曰强。——《韩非子·喻老》
13-182,心行言语断处，即是汝本分事。——《中论·观法品》〔意译〕
13-183,寻夫不动之作，岂释动以求静？必求静于诸动。——《物不迁论》
13-184,万物都是火的等价交换，火也是万物的等价交换，正如货物之于黄金、黄金之于货物。——〔译〕《残篇》DK B90（克莱门《杂记》转引）
13-185,心静则闻蚁斗，心乱则失钟声。——《徒然草》〔译〕
13-186,时间性是此在之存在的意义。——《存在与时间》§65〔译〕
13-187,君子病无能焉，不病人之不己知也。——《论语·卫灵公》
13-188,冰炭不同器而久，寒暑不兼时而至，杂反之学不两立而治。——《韩非子·显学》
13-189,恐惧与希望，如鸟之两翼，缺一则坠。——《宗教学科的复兴》〔译〕
13-190,不要指望「理想国」能够实现；既然不能，就退而求其次，能改善一点是一点。——《沉思录》卷九·29〔意译〕
13-191,爱若斯（Eros）居于丰盈与贫乏之间，是追求永恒之美的动力。——〔译〕《会饮》203b—204c
13-192,葡萄的血（酒）洗我尘心。——《鲁拜集》〔译〕
13-193,元气陶铄，众生禀焉。——《明胆论》
13-194,国以善民治奸民者，必乱至削；以奸民治善民者，必治至强。——《商君书·去强》
13-195,一生中，绝不做任何一旦被人知晓便令你恐惧之事。——〔译〕《主要学说》KD 24
13-196,入则无法家拂士，出则无敌国外患者，国恒亡。——《孟子·告子下》
13-197,天不言而人推高焉，地不言而人推厚焉。——《荀子·不苟》
13-198,分配的正义在于比例均等：相称者得相称份。——〔译〕《尼各马可伦理学》1131a—1132a
13-199,法律意在造福于人，但只有当人愿意被造福时才行。——〔译〕《残篇》DK B246（斯托拜乌斯转引）
13-200,主体之我无法被言说，它是一切言说的前提。——《逻辑哲学论》5.631〔译〕
13-201,自然这本大书是用数学语言写成的，其字符是三角形、圆和其他几何图形。——《谈谈方法》第六部分〔意译〕
13-202,人把自身当作类存在物来对待。——《1844年经济学哲学手稿》〔译〕
13-203,隆礼重法则国有常。——《荀子·强国》
13-204,愤怒是想自己被轻蔑、应报复的感觉。——〔译〕《修辞学》1378a—b
13-205,世间出世间，不一亦不异；离世间求涅槃，是则为倒见。——《中论·观涅槃品》〔意译〕
13-206,道德行为是求社会底利底行为。——《新原人·第三章》
13-207,满腔子是恻隐之心。——《遗书》卷三
13-208,我唯有通过决断，才进入自己的实存。——《哲学》第一卷〔译〕
13-209,一个人最大的严肃，是对自己灵魂的关切。——《致死的疾病》（Anti-Climacus）〔译〕
13-210,圣人之道，仁义中正而已矣。守之贵，行之利，廓之配天地。——《通书·道》
13-211,故善战者，立于不败之地，而不失敌之败也。——《孙子兵法·形篇》
13-212,平庸者憎恨天才，正如蝙蝠憎恨光。——《作为意志和表象的世界》〔译〕
13-213,理性是、且只应当是激情的奴隶。——《人性论》卷二·章三〔意译〕
13-214,战胜自己，比改变世界的秩序更容易，也更符合我的本分。——《谈谈方法》第三部分〔意译〕
13-215,大圣说空法，为离诸见故；若复见有空，诸佛所不化。——《中论·观行品》（破空见之执）
13-216,思想，是精神最内在的劳作。——《精神现象学》〔译〕
13-217,生命足够长，只要你善用它；我们说生命短，其实是我们把它过短了。——《论生命之短暂·1》〔译〕
13-218,法律若不能使公民变好，就只是强制。——柏拉图《克力同篇》〔意译〕※
13-219,选择自我，是第一次选择，也是一切选择之根。——《非此即彼》（Victor Eremita 编纂）〔译〕
13-220,天下之治乱，不在一姓之兴亡，而在万民之忧乐。——《明夷待访录·原臣》
13-221,圣人以无知之般若，照彼无相之真谛。——《般若无知论》
13-222,人的本质，在其现实性上，是一切社会关系的总和。——《关于费尔巴哈的提纲》第六条〔译〕
13-223,默而识之，学而不厌，诲人不倦，何有于我哉？——《论语·述而》
13-224,圣人之精，画卦以示；圣人之蕴，因卦以发。——《通书·精蕴》
13-225,诚意正心，是成德之实功。——《心体与性体·第三部》 〔意译〕
13-226,有象斯有对，对必反其为；有反斯有仇，仇必和而解。——《正蒙·太和》
13-227,物各付物，各正性命。——《周易外传》 〔意译〕
13-228,知足之足，常足矣。——《韩非子·喻老》
13-229,你在拖延时，生命正悄悄流走；所谓来日，不过是今天的借债。——《论生命之短暂·8》〔译〕
13-230,诸佛或说我，或说于无我；诸法实相中，无我无非我。——《中论·观法品》（破我见）
13-231,我们无力在缺乏观念时形成任何思想。——《人类理解论》卷二·章一·节3〔意译〕
13-232,过而不悛，亡之本也。——《韩非子·难四》
13-233,生死之大病，以坐禅为良药。——《普劝坐禅仪》
13-234,社会的秩序建立在对虚荣的巧妙利用之上。——《思想录》〔意译〕⚠️
13-235,极权主义的本质，是把一切社会领域都纳入国家控制。——《开放社会及其敌人》〔译〕
13-236,我从前相信感官，后来发现它们常常欺骗我，于是我不再完全信赖它们。——《第一哲学沉思集》第一沉思〔意译〕
13-237,自我非粗非细、非短非长、非方所摄，唯是觉性。——《蛙氏奥义书注》〔译〕
13-238,一切万法，不离自性。——《坛经》（敦煌本）
13-239,最好的酒，是别人的酒。——〔译〕《名哲言行录》卷六·54（据其戏言）
13-240,像树一样，让枯叶飘落。——《玛斯纳维·卷二》〔译〕
13-241,战争起于无知，和平起于相知。——《玛斯纳维·卷六》〔译〕
13-242,哲学不是一套知识体系，而是一种活动。——《无穷的探索》〔意译〕
13-243,住无分别智，则不见能证、所证，是名如实修行。——《中论·观涅槃品》〔意译〕
13-244,理性是发现真理、判别谬误的能力。——《人类理解论》卷四·章十七·节2〔意译〕
13-245,政者，正也。子帅以正，孰敢不正？——《论语·颜渊》
13-246,夫文由语也，或浅露分别，或深迂优雅。——《论衡·自纪》
13-247,现代社会用「水平化」抹平一切高度。——《现时代》（本名）〔译〕
13-248,人不应杀死他人，这是反抗之为反抗的边界。——《反抗者》〔译〕
13-249,莫说道将第一等事让与别人做，且做第二等事。——《遗书》卷二十二上
13-250,夫地形者，兵之助也。料敌制胜，计险厄远近，上将之道也。——《孙子兵法·地形篇》
13-251,我们的一切观念都不过是印象的摹本。——《人性论》卷一·部一·章一〔意译〕
13-252,人之所以异于禽兽者，唯志而已矣。——《思问录·内篇》
13-253,公众意见，是最大的匿名暴君。——《现时代》（本名）〔译〕
13-254,整座宇宙都在你之内，故勿觉孤独。——《玛斯纳维·卷三》〔译〕
13-255,我判断，故我在公共之中。——《责任与判断》〔意译〕
13-256,新闻界，是制造「公众」、消解责任的机器。——《现时代》（本名）〔译〕
13-257,学者须是革尽人欲，复尽天理，方始是学。——《语类》卷十三
13-258,技术的本质绝非技术性的。——《技术的追问》〔译〕
13-259,通天下一气耳。——《庄子·知北游》
13-260,民不能知，而常反之，皆忘义而徇利，去理而走邪，以贼其身而祸其家。——《春秋繁露·身之养重于义》
13-261,读书不多，无以证斯理之变化。——《南雷文定》 〔意译〕
13-262,它不具 past 亦不具 future，唯在当下之是。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
13-263,祸莫大于不知足，咎莫大于欲得。——《韩非子·喻老》
13-264,无知者妄断天意，智者但笑。——《鲁拜集》〔译〕
13-265,自由人，是那不为任何欲望所役使的人。——〔意译〕《名哲言行录》卷六（犬儒要义）
13-266,国家的正当，不在其强大，而在其是否指向那高于人的至善。——《上帝之城·19·21》〔译〕
13-267,夫大块载我以形，劳我以生，佚我以老，息我以死。——《庄子·大宗师》
13-268,大凡学，须是熟，熟则自知。——《遗书》卷十五
13-269,使你自己保持简朴、善良、纯洁、庄重、不做作。——《沉思录》卷六·30〔意译〕
13-270,万物之中有两种根本形相：光明之火与黑夜之暗，二者各各相反。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
13-271,一切依照本性发生，不要抱怨。——《沉思录》卷七·2〔意译〕
13-272,圣希天，贤希圣，士希贤。——《通书·志学》
13-273,哲学，是对世界本质的痛苦追问。——《作为意志和表象的世界》〔译〕
13-274,公共的善高于私人的欲；把私爱置于公义之上，便是城的败坏。——《上帝之城·14·28》〔译〕
13-275,精神的生活，最不能忍受的，就是保持原状。——《精神现象学》〔译〕
13-276,我把判断限制在清楚分明呈现于心智的东西之内。——《谈谈方法》第二部分（方法规则一）
13-277,自足所结的最大果实，是自由。——〔译〕《梵蒂冈格言集》VS 52
13-278,相反者相成；从差异者中产生最美的和谐。——〔译〕《残篇》DK B8（亚里士多德《尼各马可伦理学》VIII.2 转引）
13-279,本体非是离自心外在之神。——《新唯识论·卷中》 〔意译〕
13-280,小人之学也，入乎耳，出乎口。——《荀子·劝学》
13-281,万物万形，其归一也。何由致一？由于无也。——《老子注·四十二章》
13-282,夷齐之节，百世之师。——《日知录·箕子》 〔意译〕
13-283,痛苦是唤醒沉睡之心的钟。——《玛斯纳维·卷二》〔译〕
13-284,群众求的，是娱乐，不是真理。——《附录与补遗·人生的智慧》〔译〕
13-285,不学自知，不问自晓，古今行事，未之有也。——《论衡·实知》
13-286,故人行事施予，以利之为心，则越人易和；以害之为心，则父子离且怨。——《韩非子·外储说左上》
13-287,如人锻铁，去其垢秽，智者常自净其意。——《法句经·忿怒品》
13-288,上帝死了。——《快乐的科学》第125节；《查拉图斯特拉如是说·序言》
13-289,我的知觉愈清楚，我便愈是我自己。——《单子论》第21节〔意译〕
13-290,寂然不动者，诚也；感而遂通者，神也；动而未形、有无之间者，几也。诚、神、几，曰圣人。——《通书·诚几德》
13-291,把每一天都当作完整的一生来过，莫待来日。——《致鲁基里乌斯书信集·第1封》〔译〕
13-292,宇宙因思想而获得秩序，思想因上帝而获得归宿。——《思想录》L113〔意译〕#self-other
13-293,我宁可要一个会犯错但能自省的判断，也不要一个确然却盲目的信条。——《责任与判断》〔意译〕
13-294,制度之恶，在于把人当手段。——《辩证理性批判》〔意译〕
13-295,水皆应之于无穷，而无所私焉。——《老子注·八章》
13-296,子非鱼，安知鱼之乐？——《庄子·秋水》（惠施语）
13-297,一家之学，必有其所以成立之理由。——《中国哲学史·绪论》 〔意译〕
13-298,人只不过是一根芦苇，是自然界最脆弱的东西；但他是一根会思想的芦苇。——《思想录》L113〔意译〕
13-299,全形抱生，无自扰也。——《庄子注·庚桑楚》
13-300,真正的富足，是欲望的稀少而非财物的丰盈。——《论幸福生活·1》〔译〕
