ID,语句
10-123,价值不是被发现的，而是被人在世界上创造的。——《存在主义是一种人道主义》〔译〕
10-124,自为（pour-soi）是使自身成为问题的存在。——《存在与虚无》〔译〕
10-125,温和是面对愤怒的适度：该怒则怒、对该怒者怒。——〔译〕《尼各马可伦理学》1125b—1126a
10-126,大哉《易》也，斯其至矣！——《太极图说》
10-127,人主莫不欲其臣之忠，而忠未必信。——《庄子·外物》
10-128,修证一如，证之一字，不可于心外求。——《正法眼藏·辨道話》
10-129,吾日三省吾身：为人谋而不忠乎？与朋友交而不信乎？传不习乎？——《论语·学而》（曾子语，与孔子修身之道并引）
10-130,江河不恶小谷之满己也，故能大。——《墨子·亲士》
10-131,学者不必远求，近取诸身，只明天理。——《遗书》卷二上
10-132,人若停止自我追问，便停止存在。——《哲学》〔意译〕
10-133,尝谓今人纂辑之书，如贫子说金，而吾之著书，如采铜于山。——《日知录》（与潘次耕书）
10-134,天行有常，不为尧存，不为桀亡。——《荀子·天论》
10-135,当你为他人点灯，自己的路亦明。——。——《玛斯纳维·卷二》 #self-other〔译〕
10-136,若责其所待，而寻其所由，则寻责无极，而至于无待，而独化之理明矣。——《庄子注·齐物论》
10-137,故用兵之法，无恃其不来，恃吾有以待也；无恃其不攻，恃吾有所不可攻也。——《孙子兵法·九变篇》
10-138,我们的全部尊严就在于思想；因此，要好好思想。——《思想录》L113〔意译〕
10-139,卖去你的聪明，买来你的迷醉。——《玛斯纳维·卷一》〔译〕
10-140,我们生来就是不义的，因为每个人都偏向自己。——《思想录》〔意译〕
10-141,故智术能法之士用，则贵重之臣必在绳之外矣。——《韩非子·孤愤》
10-142,人若志趣不远，心不在焉，虽学无成。——《经学理窟·义理》
10-143,神迹违背统一的经验规律，故理性上不可信。——《人类理解研究》第十章〔意译〕
10-144,思想造不出一个崭新的世界。——《重新认识你自己》〔译〕
10-145,不知宇宙本性者，无法祛除关于最重要之事的恐惧。——〔译〕《主要学说》KD 12
10-146,一个人退到自己内心的堡垒中，再没有比这里更安宁的地方。——《沉思录》卷四·3〔同一段落的另一表述〕
10-147,我们把秩序误当作自然，而考古学要做的，是拆穿这种误认。——《知识考古学》〔意译〕
10-148,依正义而活，是最少纷扰的生活。——〔译〕《主要学说》KD 33
10-149,圣贤千言万语，无非只说此事。——《语类》
10-150,自我意识是理性灵魂的标志。——《单子论》第61节〔意译〕
10-151,心之养，莫贵于义。——《春秋繁露·身之养重于义》
10-152,言万物之变化，皆由自然。——《庄子注·至乐》
10-153,人若回避临界处境，便沦为沉沦的群众之一员。——《时代的精神状况》〔意译〕
10-154,老子之书，其几乎可一言以蔽之。噫！崇本息末而已矣。——《老子指略》
10-155,苟正其身矣，于从政乎何有？不能正其身，如正人何？——《论语·子路》
10-156,既得昌盛又不侵害他人，是为至善。——〔译〕《残篇》DK B70（斯托拜乌斯转引）
10-157,夫推类辨物，当先求之自然之理。——《声无哀乐论》
10-158,变奚？曰：右。——《公孙龙子·通变论》
10-159,无法仪而其事能成者，无有也。——《墨子·法仪》
10-160,豪杰务学《诗》《书》，随从外权；要靡事商贾，为技艺，皆以避农战。——《商君书·农战》
10-161,我承担我的孤独，因为它证明我存在。——《西西弗神话》〔意译〕
10-162,物各自然，不知所以然而然。——《庄子注·齐物论》
10-163,我的身体是我的所有知觉得以可能的「零点」。——《笛卡尔式的沉思》〔意译〕
10-164,曲则全，枉则直，洼则盈，敝则新，少则得，多则惑。——《道德经·第二十二章》
10-165,真正的和平是秩序之静；上帝之城享有永恒的和平，地上的城只有暂时的和平。——《上帝之城·19·13》〔译〕
10-166,若离贪爱，则离系缚；离系缚者，名为解脱。——《大智度论·卷二十二》〔意译〕
10-167,故不尽知用兵之害者，则不能尽知用兵之利也。——《孙子兵法·作战篇》
10-168,世人言：邹衍无罪，见拘于燕，仰天而叹，天为之降霜。——《论衡·感虚》
10-169,收敛此心，使在内而不在外。——《明儒学案》 〔意译〕
10-170,想象力比理性更主动地塑造我们的信念。——《人性论》卷一·部三·章九〔意译〕
10-171,欲成方圆而随其规矩，则万事之功形矣。——《韩非子·解老》
10-172,学不可以已。——《荀子·劝学》
10-173,东海有圣人出焉，此心同也，此理同也；西海有圣人出焉，此心同也，此理同也。——《语录》（卷三十六）
10-174,强必治，不强必乱；强必宁，不强必危。——《墨子·非命下》
10-175,众缘所生法，即无有自性；若无自性者，云何有是法？——《十二门论·观因缘门》
10-176,所谓壹刑者，刑无等级，自卿相、将军以至大夫、庶人，有不从王令、犯国禁、乱上制者，罪死不赦。——《商君书·赏刑》
10-177,没有天赋的思辨原则，也没有天赋的实践原则。——《人类理解论》卷一·章二·节1〔意译〕
10-178,儒家所讲底，是人之道。——《中国哲学简史·第一章》
10-179,修行在粥饭边，典座之职不可一日阙。——《典座教訓》
10-180,昨日我聪明，故想改变世界；今日我智慧，故改变自己。——《玛斯纳维·卷五》〔译〕
10-181,惠施多方，其书五车。——《庄子·天下》
10-182,恐惧是软弱，它来自对未来的想象而非理智。——《伦理学》第三部分·命题四十九〔意译〕
10-183,天之任阳不任阴，好德不好刑。——《春秋繁露·阴阳义》
10-184,心无本体，工夫所至，即其本体。——《明儒学案·自序》
10-185,我不为任何阵营写作，我只写转折。——《言与文》〔意译〕
10-186,心以用伤，则养心者，其唯不用心乎？——《庄子注·在宥》
10-187,我们生而只有一次，不可能再生第二次。——〔译〕《梵蒂冈格言集》VS 62
10-188,市场之蝇：他们在你身边嗡嗡，他们的赞美与他们的抱怨一样令人厌烦。——《查拉图斯特拉如是说·论市场之蝇》〔意译〕
10-189,发愤忘食，乐以忘忧，圣者之境也。——《读经示要》 〔意译〕
10-190,言多必失，默为金。——《徒然草》〔译〕
10-191,鬼神只是阴阳二气之屈伸往来。——《语类》卷三 ⚠️（「二气良能」原出张载，朱子同主张此说）
10-192,是以言常而不住，称去而不迁。——《物不迁论》
10-193,一切存在之物都在神之内，并且只有通过神才能被认识。——《伦理学》第一部分·命题十五
10-194,我害怕的不是孤独，而是失去与自己对话的能力。——《精神生活·思维》〔意译〕
10-195,不要浪费剩下的生命去谈论别人，那样你就无暇做自己的事。——《沉思录》卷三·4〔意译〕
10-196,人之为学，不可自小，又不可自大。——《日知录·自视》
10-197,醉乡无愁，醒世多忧，故吾愿长醉。——《鲁拜集》〔译〕
10-198,时间对我而言，是心灵自身的延展；过去是记忆，未来是期待，现在是注意。——《忏悔录·11·26》〔译〕
10-199,友爱基于相互的善意与选择，而非仅靠有用或愉悦。——〔译〕《尼各马可伦理学》1156a—1157a
10-200,思与诗是邻近于存在的两种运思方式。——《林中路·诗人何为？》〔译〕
10-201,哲人并不离群索居；他尽公民、邻人、朋友之分，只是在内心不把任何外物当作自己的幸福。——《论说集·2·2》〔意译〕
10-202,夫爱人者，人必从而爱之；利人者，人必从而利之。——《墨子·兼爱中》
10-203,人之所以异于禽兽者几希。——《孟子·离娄下》
10-204,是者之为是，是必然的；非存在者，绝不可能有之。——〔译〕《论自然》残篇 DK B2（辛普里丘转引）
10-205,一切经论皆为引人入不二；若已证不二，经论可舍。——《梵经注·卷四》〔译〕
10-206,在没有相互约定之处，便无所谓正义。——〔译〕《主要学说》KD 38
10-207,在道德境界中底人，觉解其尽伦尽职，是社会底。——《新原人·第三章》
10-208,夫生死交谢，寒暑迭迁，有物流动，人之常情。余则谓之不然。——《物不迁论》
10-209,学须反己。若徒责人，只见得人不是，不见自己非。——《传习录》下
10-210,事无大小，惟其当务之为急。——《日知录》 〔意译〕
10-211,切脉最可体仁。——《遗书》卷三
10-212,权力无处不在，不是因为它包罗一切，而是因为它来自各处。——《性史·第一卷》〔译〕
10-213,问：「人当如何立志？」曰：「立志要如饥渴之于饮食。」——《语类》
10-214,能胜物之谓刚，故直方大。——《易传·坤卦》
10-215,诗保存了语言最本真的维度。——《林中路·诗人何为？》〔译〕
10-216,妄念起时，不抑不随，任其自去。——《正法眼藏·坐禅箴》
10-217,真正的伟大，不在于居高临下，而在于能俯身助人。——《论仁慈·1》〔译〕
10-218,唯一真正的城邦，是这整个宇宙。——〔译〕《名哲言行录》卷六·61
10-219,我身上的夏天，是对一切寒冬的回答。——《夏天》〔意译〕
10-220,世界如同一座城，人都是其中的公民；神是这城的管理者，你当尽你这角色之分。——《手册·24》〔意译〕#self-other
10-221,无极之真，二五之精，妙合而凝。——《太极图说》
10-222,吾人当以天地境界为归趣。——《新原人》 〔意译〕
10-223,灵魂在冥府里靠嗅闻而存活。——〔译〕《残篇》DK B98（第欧根尼·拉尔修 IX.7 转引）
10-224,他人之错与你无关；不要把它当作自己的负担。——《手册·18》〔译〕
10-225,个个人心有仲尼，自将闻见苦遮迷。——《咏良知四首示诸生》
10-226,一国一州，悉有佛法流行。——《正法眼藏·仏法》
10-227,公私之交，存亡之本也。——《商君书·修权》
10-228,意志与理智是同一的；所谓自由意志只是无知的产物。——《伦理学》第二部分·命题四十八附释〔意译〕
10-229,国家的和平有赖于对最高权力的理性认同。——《单子论》〔意译〕⚠️
10-230,信仰不可僭越理性证据所能达到的范围。——《人类理解论》卷四·章十八·节5〔意译〕
10-231,财富与名誉在智者眼中，如戏台上的道具，用过即还，不足萦怀。——《论幸福生活·1》〔译〕
10-232,圣人被褐而怀玉。——《道德经·第七十章》
10-233,蓬生麻中，不扶而直；白沙在涅，与之俱黑。——《荀子·劝学》
10-234,我是一个实体，它的全部本质或本性只是思想；它不需要任何地点以便存在，也不依赖任何物质性的东西。——《第一哲学沉思集》第二沉思
10-235,天下之势，一离一合，一治一乱。——《读通鉴论》 〔意译〕
10-236,故上兵伐谋，其次伐交，其次伐兵，其下攻城。——《孙子兵法·谋攻篇》
10-237,教会若只求人数，便背离了真信仰。——《日记》（Papirer）〔译〕
10-238,道不违自然，乃得其性。——《老子注·二十五章》
10-239,风俗（nomos）规定何者为正义，自然（physis）则另有其则。——〔译〕《残篇》DK B（斯托拜乌斯转引）
10-240,真理不是占有，而是我与存在在交往中的相互照亮。——《论真理》〔译〕
10-241,守时、守约，是修行者之盔甲。——《宗教学科的复兴》〔译〕
10-242,我无法摆脱自身视角的有限性，但正因此我能追问无限。——《纯粹现象学通论》〔意译〕
10-243,僭主的权力再大，也夺不走一个无所求者的自足。——〔意译〕《名哲言行录》卷六（亚历山大轶事之义）
10-244,哲学不是一种学说，而是一种活动。——《逻辑哲学论》4.112〔译〕
10-245,这逻各斯，虽永远存在，人们却总在听闻它之前与之后都茫然不解。——〔译〕《残篇》DK B1（塞克斯都·恩披里柯《反对数学家》转引）
10-246,不尊德性，则学问从而失；不致广大，则精微无所立。——《正蒙·中正》
10-247,天人异用，不足以言诚；天人异知，不足以尽明。——《正蒙·诚明》
10-248,安危相易，祸福相生。——《庄子·则阳》
10-249,所谓「人民」，乃是一群因对所爱之物有一致看法而聚合的多数。——《上帝之城·19·24》〔译〕
10-250,涵养护于未发之前则可，求中于未发之前则不可。——《语类》
10-251,修习哲学不在炫学，而在把每天的言行交给理性检验。——《致鲁基里乌斯书信集·第11封》〔译〕
10-252,风化之本，自家刑于寡妻，以至于兄弟，以御于家邦。——《遗书》卷二十二上
10-253,我思我所思，爱我所能爱，便是我全部的自由。——《伦理学》第五部分·命题三十六〔意译〕
10-254,他人是一面镜，照见你未见之己。——。——《玛斯纳维·卷二》 #self-other〔译〕
10-255,八正道者：正见、正思惟、正语、正业、正命、正精进、正念、正定。——《杂阿含经·卷二十八》
10-256,天使与社会，皆有其层级与秩序；宇宙非杂乱，乃一有秩之整体。——《神学大全·I·q.108·a.1》〔译〕
10-257,真正的修行，是活在每一刻的未知里。——《克里希那穆提讲演录》〔译〕
10-258,我不替自己思考，就等于没有真正活过。——《论自由·第二章》〔译〕
10-259,人是一团未完成的、向世界敞开的可能性。——《哲学》〔意译〕
10-260,勇气，不是不害怕，而是带着恐惧依然前行。——《焦虑的概念》（Vigilius Haufniensis）〔译〕
10-261,龙，少学先王之道，长而明仁义之行；合同异，离坚白；然不然，可不可。——《公孙龙子·迹府》
10-262,行有不得者，皆反求诸己。——《孟子·离娄上》
10-263,宇宙便是吾心，吾心即是宇宙。——《杂说》（《陆九渊集》卷二十二） #self-other
10-264,自由与必然并不矛盾：自由的行为仍有其充足理由。——《神义论》〔意译〕
10-265,众人填饱肚腹，如同牲畜。——〔译〕《残篇》〔⚠️ 编号待核；DK B107 实为「眼耳是灵魂野蛮者的坏见证」，与本条不同〕
10-266,理性存在者，因其能立法而有不可让渡的尊严。——《道德形而上学奠基》〔译〕
10-267,自我非作者、非受者；业果唯属身与心，不属阿特曼。——《梵经注·卷二》〔译〕
10-268,人的意志可转向或背离善；这转向或背离的自由，正是责任之所系。——《神学大全·I-II·q.6·a.1》〔译〕
10-269,余独信而好古，以求其放心而已。——《焚书·答焦漪园》
10-270,果而确，无难焉。——《通书·诚下》
10-271,江河不息，载走浮名如叶。——《鲁拜集》〔译〕
10-272,圣人是最完全底人格。——《新原人·第四章》
10-273,我们如不合时宜的棋子，被无形之手移来移去。——《鲁拜集》〔译〕
10-274,我从不要求别人相信我，只要求他们质疑我。——《无穷的探索》〔意译〕
10-275,三代以上之法，为天下也；后世之法，为一己也。——《明夷待访录·原法》 〔意译〕
10-276,物者，本体之凝敛而成，非离本体别有。——《新唯识论·卷下》 〔意译〕
10-277,反对体系者：体系意味着意志的缺失。——《偶像的黄昏·箴言与箭》26〔意译〕
10-278,天下之人，各怀其家，各私其子，其常情也。——《日知录·财用》
10-279,自制者明知而守其欲，放纵者明知恰当却仍从欲。——〔译〕《尼各马可伦理学》1150a—1152a
10-280,人是一条污浊的河流。必须成为大海，才能容纳它而不被污染。——《查拉图斯特拉如是说·序言》
10-281,非知之难也，处知则难也。——《韩非子·说难》
10-282,在彻底怀疑之后，剩下的不可怀疑者，是这个在怀疑着的纯粹自我。——《笛卡尔式的沉思》第一沉思〔译〕
10-283,朋友是生命之盐，无之则淡。——《玛斯纳维·卷二》〔译〕
10-284,「我受伤了」——不，你没有受伤，只是你的判断让你觉得如此。——《沉思录》卷七·29〔意译〕
10-285,志忍私，然后能公；行忍情性，然后能修。——《荀子·儒效》
10-286,焦虑中，万物退缩，恰恰显出最本己自我。——《存在与时间》§40〔译〕
10-287,万物皆备于我矣。反身而诚，乐莫大焉。——《孟子·尽心上》 #self-other
10-288,虚空本一，瓶空瓮空实无差别；个我之异唯依身体而起。——《梵经注·卷二》〔译〕
10-289,求马，黄、黑马皆可致；求白马，黄、黑马不可致。——《公孙龙子·白马论》
10-290,鸟兽虫鱼，各遂其生，人当法之。——《徒然草》〔译〕
10-291,节食、寡言、少眠，是驯服欲望的三法。——《宗教学科的复兴》〔译〕
10-292,持敬之说，不必多言，但熟味「整齐严肃」四字，便是敬之容貌。——《语类》
10-293,你绝不可能发现灵魂的边界，即使走遍一切道路，也走不到尽头。——〔译〕《残篇》DK B45（第欧根尼·拉尔修 IX.7 转引）
10-294,快乐是幸福生活的起点，也是终点。——〔译〕《致美诺寇的信》LM
10-295,若人于世界，舍断爱取，则无忧悲。——《法句经·爱欲品》〔意译〕
10-296,舆论，是软弱者的集合。——《日记》（Papirer）〔译〕
10-297,自然的无动于衷，是荒诞最纯粹的面孔。——《西西弗神话》〔意译〕
10-298,爱者与被爱者，在真爱中合而为一。——《宗教学科的复兴·卷三》〔译〕
10-299,隐秘的和谐，胜过显明的和谐。——〔译〕《残篇》DK B54（克莱门《杂记》转引）
10-300,言人能处常居之宅，抱一清神，能常无离乎？——《老子注·十章》
