ID,语句
05-030,所谓古今之别，实即社会类型之别。——《新事论》 〔意译〕
05-031,若没有安提斯泰尼，我便只是一条狗。——〔译〕《名哲言行录》卷六·33
05-032,人的解放，是把自身从非人的关系中解放出来。——《1844年经济学哲学手稿》〔译〕
05-033,世界不可计数，有的似我们的，有的不似。——〔译〕《残篇》DK B167（据艾修斯/第欧根尼·拉尔修 IX 转引）
05-034,认清生命限度的人，能除去对未来的忧惧与对长短的渴求。——〔译〕《主要学说》KD 21
05-035,冥想不是逃离现实，而是对现实的全然觉知。——《重新认识你自己》〔译〕
05-036,修辞是对应于辩证法的说服之能，关乎或然与可信。——〔译〕《修辞学》1356a
05-037,世俗所贵，未必真贵。——《徒然草》〔译〕
05-038,若否定虚空与原子，便无从解释运动与感觉。——〔译〕《梵蒂冈格言集》VS 65
05-039,圣人不见有无，而睹其本。——《不真空论》
05-040,文章之妙，在言外之余情。——《徒然草》〔译〕
05-041,六经、《语》《孟》，乃道学之口实，假人之渊薮也。——《焚书·童心说》
05-042,我的实质、我的存在，并不依赖我的身体。——《第一哲学沉思集》第六沉思〔意译〕
05-043,玄者，冥也，默然无有也。——《老子注·一章》
05-044,天才，是为全人类而受苦的器官。——《附录与补遗·论天才》〔译〕
05-045,我们必须把自己从日常琐务的牢笼中解放出来。——〔译〕《梵蒂冈格言集》VS 58
05-046,命运给每个人的处境不同，为的是考验各人能否在其中守持理性。——《论天意·2》〔译〕
05-047,我们所爱的，始终是我们的欲望，而不是我们所求之物。——《善恶的彼岸》箴言175〔意译〕
05-048,主体的自由，在于把必然性内化为自己的本质。——《法哲学原理·§15》〔译〕
05-049,我遍访各派，经怀疑之炼，终归于苏非之内在体验。——《迷途指津》〔译〕
05-050,骄傲基于自我，虚荣基于他人。——《附录与补遗·人生的智慧》〔译〕
05-051,我始终是个外来者，这让我得以保留审视的距离。——《过去与未来之间》〔意译〕
05-052,我的意志就其本性而言是自由的，不受任何外在强制。——《第一哲学沉思集》第四沉思〔意译〕
05-053,节制能增益快乐，并使之持久。——〔译〕《残篇》DK B62（斯托拜乌斯转引）
05-054,把神等同于自然，才能摆脱目的论的谬误。——《伦理学》第一部分·附录〔意译〕
05-055,效用是道德赞赏的主要来源。——《道德原则研究》〔意译〕
05-056,治乱之关，必在人心风俗。——《日知录·世风》
05-057,以诚敬存之，久而天理明。——《识仁篇》
05-058,气寿，人之禀气，有厚薄，故命有长短。——《论衡·气寿》
05-059,君为臣纲，父为子纲，夫为妻纲。——《春秋繁露·基义》
05-060,群品独化于玄冥之境。——《庄子注·齐物论》
05-061,世界公民的权利，应由普遍而受保障的永久和平来捍卫。——《永久和平论》（1795）〔译〕
05-062,圣人苟可以强国，不法其故；苟可以利民，不循其礼。——《商君书·更法》
05-063,自我（moi）是可恨的。——《思想录》L494〔意译〕
05-064,为天地立心，为生民立命，为往圣继绝学，为万世开太平。——《张子语录》
05-065,凡人之欲为善者，为性恶也。——《荀子·性恶》
05-066,战争有其伦理上的必要性，它防止了内部生活的僵化。——《法哲学原理·§324》〔译〕
05-067,愤怒是短暂的疯狂；它伤人之前先伤己。——《论愤怒·1·1》〔译〕
05-068,社会工程应如修补匠，而非如建筑师一次性设计整座城市。——《开放社会及其敌人》〔意译〕
05-069,大地众生，同一真性，无有高下。——《正法眼藏·仏法》
05-070,我唯一的财富，是自足。——〔意译〕《名哲言行录》卷六（据其言行）
05-071,坚、白、石，三，可乎？曰：不可。曰：二，可乎？曰：可。——《公孙龙子·坚白论》
05-072,我们知识的增长，是从错误到错误的无限进程。——《猜想与反驳》〔意译〕
05-073,多数人虽富而少有善者，善者恒寡。——〔译〕《残篇》DK B99（斯托拜乌斯转引）
05-074,史之可贵，在存一代之是非。——《南雷文定》 〔意译〕
05-075,真理不可方物，而散见乎万事。——《十力语要·卷二》 〔意译〕
05-076,命名是语言游戏的一环，而非给事物贴永恒标签。——《哲学研究》§26〔译〕
05-077,我我所皆空，故于诸法无取无着。——《中论·观邪见品》〔意译〕
05-078,世界不是自在的物自体，而是对我显现的意义统一体。——《纯粹现象学通论》§27〔译〕
05-079,中国哲学有一个主要底倾向，就是不离乎人伦日用。——《中国哲学简史·绪论》
05-080,一个人若只爱自己，他便很难获得真正的幸福。——《幸福之路》〔译〕
05-081,大全是一切底有，是宇宙之总名。——《新理学·第四章》
05-082,你无法经由努力摆脱恐惧，你只能观照它。——《重新认识你自己》〔译〕
05-083,人没有固定的本性，他须在一片荒芜中自我造就。——《存在主义是一种人道主义》〔意译〕
05-084,自然法是理性所发现的、维系和平与保全的法则。——《政府论两篇·下篇》章二·节6〔意译〕
05-085,群众，是真理与责任心之消灭。——《日记》（Papirer）〔译〕
05-086,知识即知觉——这是普罗泰戈拉的断言，却被证明自相矛盾。——〔译〕《泰阿泰德》151e—160c
05-087,德性以中道为准绳，由理性规定，如明智者所定。——〔译〕《尼各马可伦理学》1107a
05-088,道者，所繇适于治之路也，仁义礼乐皆其具也。——《汉书·董仲舒传》（举贤良对策）
05-089,畏（Angst）揭示出此在的被抛与自由。——《存在与时间》§40〔译〕
05-090,猪在泥淖中洗浴，家禽在水里。——〔译〕《残篇》DK B13（克莱门转引）
05-091,梵志出家，白首而归，邻人见之曰：「昔人尚存乎？」梵志曰：「吾犹昔人，非昔人也。」——《物不迁论》
05-092,习惯是我们的第二天性，它摧毁第一天性。——《思想录》L434〔意译〕
05-093,吾辈所恃，在耿介之性。——《亭林文集》 〔意译〕
05-094,贤不贤，才也；遇不遇，时也。——《论衡·逢遇》
05-095,天道行而万物顺，圣德修而万民化。——《通书·顺化》
05-096,社会之病，根于人心之病；欲治世，先治心。——《宗教学科的复兴》〔译〕
05-097,纵逸来久，情意傲散，简与礼相背，懒与慢相成。——《与山巨源绝交书》
05-098,疑惑未断者，当依因缘善观，勿轻信、勿轻传。——《增一阿含经·卷二十六》（伽摩罗经，不盲从）
05-099,知礼成性，变化气质。——《张子语录》
05-100,自然法之首条，是「当行善、避恶」；此自明于正理。——《神学大全·I-II·q.94·a.2》〔译〕
05-101,你不了解自己，就无法了解世界。——《人生中不可不想的事》〔译〕
05-102,你随时可以退出人生——只要这个退出是理性的、经过考虑的、不自夸的。——《沉思录》卷五·29〔意译〕
05-103,全景敞视（panopticism）使权力的运作变得经济而隐蔽。——《规训与惩罚》〔译〕
05-104,故事讲述，揭示出行为与事件的意义。——《人的境况》〔意译〕
05-105,爱人不亲，反其仁；治人不治，反其智；礼人不答，反其敬。——《孟子·离娄上》
05-106,王者之兵，胜而不骄，败而不怨。胜而不骄者，术明也；败而不怨者，知所失也。——《商君书·战法》
05-107,园中玫瑰不知己美，人却为之争。——《鲁拜集》〔译〕
05-108,天地合而万物生，阴阳接而变化起。——《荀子·礼论》
05-109,物自体不可知；我们所知的，只是现象。——《纯粹理性批判》〔译〕
05-110,天生民性有善质，而未能善，于是为之立王以善之，此天意也。——《春秋繁露·深察名号》
05-111,真正的谦卑，是认自己的一切善皆来自上；自夸，是夺神之荣耀。——《神学大全·II-II·q.161·a.1》〔译〕
05-112,夫性者，生理也，日生则日成也。——《尚书引义·太甲二》
05-113,历史的意义，在于人类通过交往朝向统一的理性。——《历史的起源与目标》〔意译〕
05-114,壹赏，壹刑，壹教。——《商君书·赏刑》
05-115,人人各正一己之太极，各具有一己之乾元。——《焚书·答邓石阳》 #self-other
05-116,五行之生也，各一其性。——《太极图说》
05-117,迷信源于恐惧与无知，把自然事件归因于神的愤怒。——《神学政治论》第一章〔意译〕
05-118,太和，和之至也。——《张子正蒙注·太和篇》
05-119,使自己的知觉尽可能清楚，是理性灵魂的本分。——《单子论》第26节〔意译〕
05-120,君之所以患于军者三：不知军之不可以进而谓之进，不知军之不可以退而谓之退，是谓縻军。——《孙子兵法·谋攻篇》
05-121,自身之虚无，是一切否定的根源。——《存在与虚无》〔译〕
05-122,是故江河之水，非一源之水也；千镒之裘，非一狐之白也。——《墨子·亲士》
05-123,战争揭示：个体自由在集体暴力中被抹除。——《存在主义是一种人道主义》〔意译〕
05-124,心理的时间——「我将会」——是哀伤与冲突的根源。——《重新认识你自己》〔译〕
05-125,宇宙内事，是己分内事；己分内事，是宇宙内事。——《杂说》（卷二十二） #self-other
05-126,每非汤武而薄周孔。——《与山巨源绝交书》
05-127,历史的兴衰，示人世之无常与审判之确。——《宗教学科的复兴》〔译〕
05-128,国土与众生，不一不异。——《正法眼藏·仏法》
05-129,一切变化，都遵循因果律。——《纯粹理性批判·先验分析论》〔译〕
05-130,草木一岁一枯荣，人亦如是。——《徒然草》〔译〕
05-131,所谓荣誉，不过是愚人彼此的喝彩。——〔意译〕《名哲言行录》卷六（据其嘲讽）
05-132,兵之情主速，乘人之不及，由不虞之道，攻其所不戒也。——《孙子兵法·九地篇》
05-133,多数人随习俗而信，鲜有以求证而信。——《迷途指津》〔译〕
05-134,相对过剩人口，是资本主义生产方式的必然产物。——《资本论》第一卷·第二十三章〔译〕
05-135,君子居之，何陋之有？——《通书·陋》
05-136,感官对象在被感官知觉的范围内，其真理性是可疑的。——《第一哲学沉思集》第一沉思〔意译〕
05-137,观念的次序与联系，同事物的次序与联系是一样的。——《伦理学》第二部分·命题七
05-138,当你见到一个人身居高位，不要艳羡；那位置自有其代价与风险。——《手册·15》〔译〕
05-139,论学必原其始，论治必考其终。——《南雷文定》 〔意译〕
05-140,社会契约若压制自由，便违背人的本性。——《存在主义是一种人道主义》〔意译〕
05-141,知无常，故惜此刻。——《徒然草》〔译〕
05-142,我们所称的「命运」，不过是把那不由我们掌控之事归于一处之名；智者不与命运争，只做好自己分内之事。——《论说集·1·1》〔意译〕
05-143,知也者，固以行为功者也。——《尚书引义·说命中》
05-144,不知知之不足任，则病也。——《老子注·七十一章》
05-145,思想所造的乌托邦，仍是思想的牢笼。——《重新认识你自己》〔译〕
05-146,人不可以无耻，无耻之耻，无耻矣。——《孟子·尽心上》
05-147,婚姻，就其本质，是种族对个体的胜利。——《作为意志和表象的世界》〔译〕
05-148,凡物皆由原子聚散，生死不过是聚散之变换。——〔译〕《残篇》DK B（据原子论通义，第欧根尼·拉尔修 IX 转引）
05-149,七十二教派争讼，真理在杯底无言。——《鲁拜集》〔译〕
05-150,真正的共同体，是智者之间的友爱，而非城墙与疆界。——〔意译〕《名哲言行录》卷六·61（引申）
05-151,仁之难成久矣，人人失其所好；故仁者之难得也，然后知仁之为难成。——《正蒙·中正》
05-152,命则不可勉，时则不可力。——《论衡·命禄》
05-153,人类应当成为自己的造就者。——《论自由》〔译〕
05-154,夫相因之功，莫若独化之至。——《庄子注·大宗师》
05-155,若识本心，即本解脱。——《坛经》（敦煌本）
05-156,对义人而言，无论生前死后，神都不会忽视他。——〔译〕《斐多》62b、107c
05-157,我们不知道，我们只能在猜测。——《客观知识》〔译〕
05-158,以其所正，正其所不正；以其所不正，疑其所正。——《公孙龙子·名实论》
05-159,清醒地活着，是人对自身最大的诚实。——《西西弗神话》〔意译〕
05-160,论天地之性，则专指理言；论气质之性，则以理与气杂而言之。——《语类》卷四
05-161,在道德境界中底人，其行为是行义底。——《新原人·第三章》
05-162,民勇，则赏之以其所欲；民怯，则杀之以其所恶。——《商君书·去强》
05-163,修行者当先观自身，三十六物不净，何有实我可得？——《大智度论·卷二十一》〔意译〕
05-164,传贤之法，固可于郡县之中行之。——《明夷待访录·置相》 〔意译〕
05-165,当你完全接受「事实」，冲突就停止了。——《重新认识你自己》〔译〕
05-166,存在者不生不灭；因为它若生，必生于无，而无并不存在。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
05-167,我身上有一个不可摧毁的东西，那就是我的意志。——《查拉图斯特拉如是说》〔意译〕
05-168,谁若不能命令自己，就应当服从别人。——《善恶的彼岸》箴言199〔意译〕
05-169,对神的理智之爱，是人的最高幸福。——《伦理学》第五部分·命题二十附释〔意译〕
05-170,当今时代，是反思、平均化的时代。——《现时代》（本名）〔译〕
05-171,手杖与行囊，便是我全部的家当；人所需本就不多。——〔译〕《名哲言行录》卷六·30
05-172,科举之弊，在乎徒事章句。——《明夷待访录·取士》 〔意译〕
05-173,有亡国，有亡天下。——《日知录·正始》
05-174,除非哲人成为王，或王成为哲人，否则城邦永无宁日。——〔译〕《理想国》473c—474a
05-175,凡为学，须是真实为己，方能有益。——《焚书》（近《答友人书》意） ⚠️
05-176,才与胆皆因识见而后充者也。——《语录》（卷三十五）
05-177,理性动物是为彼此而存在的。——《沉思录》卷二·1
05-178,欲当大任，须是笃实。——《遗书》卷十一
05-179,人若否定他人自由，便否定自身自由。——《存在主义是一种人道主义》〔译〕
05-180,除神之外，不能设想也不能存在任何实体。——《伦理学》第一部分·命题十四附释
05-181,诸法实相者，心行言语断，无生亦无灭，寂灭如涅槃。——《中论·观法品》（实相偈）
05-182,命运把身体、财物、名誉给了你又收回，如同戏台借给你道具；不要把它们当作自己的。——《手册·23》〔意译〕
05-183,社会的恶，源于人人只顾自己的利益；公共利益高于私人得利。——《论恩惠·4》〔译〕
05-184,客观主义科学造成了欧洲人性的危机。——《欧洲科学的危机与超越论的现象学》§1〔译〕
05-185,为国之道，在乎休养生息而已。——《遗书》卷十一
05-186,神，天德；化，天道。——《正蒙·神化》
05-187,无参验而必之者，愚也；弗能必而据之者，诬也。——《韩非子·显学》
05-188,春曙、夏夜、秋夕、冬晨，四时皆可观。——《徒然草》〔译〕
05-189,球杆不问球之愿否，命运亦然。——《鲁拜集》〔译〕
05-190,真正的修行，是日夜与自己的黑暗对坐。——《玛斯纳维·卷四》〔译〕
05-191,若心被贪欲缠缚，则不能如实知见。——《杂阿含经·卷一》
05-192,日用处自有天理流行，不必求之于玄远。——《新原人·第三章》
05-193,易，变易也，随时变易以从道也。——《易传·序》
05-194,应之以治则吉，应之以乱则凶。——《荀子·天论》
05-195,我害怕的不是错误，而是不再能改变自己的想法。——《权力的眼睛》〔意译〕
05-196,压迫妇女，是人类半数潜能的浪费。——《论妇女的从属地位》〔译〕
05-197,我为自己的存在负责，没有借口。——《存在主义是一种人道主义》〔译〕
05-198,人们被可见事物的认识所欺骗，正如荷马那样博识的人也被骗。——〔译〕《残篇》DK B56（塞克斯都·恩披里柯转引）
05-199,若于梦中知梦，则梦不成缚；若于世间知摩耶，则世间不成缚。——《梵经注·卷二》〔译〕
05-200,信仰者，是在无限与有限之间保持张力的人。——《恐惧与颤栗》（Johannes de Silentio）〔译〕
05-201,凡所谓天，皆明不为而自然。——《庄子注·人间世》
05-202,义之养生人，大于利而厚于财也。——《春秋繁露·身之养重于义》
05-203,仁为元德，是生生底本体。——《原儒·卷一》 〔意译〕
05-204,敬鬼神而远之，可谓知矣。——《论语·雍也》
05-205,如镜中像依镜而有，世界依梵而有；镜不染像，梵不染世。——《梵经注·卷二》〔译〕
05-206,人若不爱自己，便无从爱世间。——《反抗者》〔意译〕
05-207,权威是真理的敌人。——《克里希那穆提讲演录》〔译〕
05-208,凡物必有合。合，必有上，必有下；有前，必有后；有左，必有右。——《春秋繁露·基义》
05-209,祸兮福之所倚，福兮祸之所伏。——《道德经·第五十八章》
05-210,穿衣吃饭，即是人伦物理；除却穿衣吃饭，无伦物矣。——《焚书·答邓石阳》
05-211,自由地犯错，好过被正确地奴役。——《论自由》〔译〕
05-212,对不可能发生的事不要心存希望；也不要为了别人的期待而活。——《沉思录》卷七·7〔意译〕
05-213,合抱之木，生于毫末；九层之台，起于累土；千里之行，始于足下。——《道德经·第六十四章》
05-214,不弛劳而底豫，舜其功也；无所逃而待烹，申生其恭也。——《西铭》
05-215,万有皆由你而出、借你而立、归于你；这是受造界的整全秩序。——《上帝之城·11·?》〔译〕
05-216,夫圣心者，微妙无相，不可为有；用之弥勤，不可为无。——《般若无知论》
05-217,政作民之所恶，民弱；政作民之所乐，民强。——《商君书·弱民》
05-218,立法权是最高的权力，但它仍须受自然法约束。——《政府论两篇·下篇》章十一·节135〔意译〕
05-219,驴子宁愿要草料，也不要黄金。——〔译〕《残篇》DK B9（普鲁塔克《宴饮问题》转引）
05-220,一块蜡的形状、硬度、气味都在变化，但它仍是同一块蜡——使我们认识它的不是想象，而是理智。——《第一哲学沉思集》第二沉思（蜡块论证）〔意译〕
05-221,弟子事师，当以敬顺；师导弟子，当以慈爱。——《长阿含经·善生经》
05-222,一念之微，即为善恶所由分。——《明儒学案》 〔意译〕
05-223,事物并不像它们表面看起来的那样；这是哲学思考的第一个收获。——《哲学问题》〔译〕
05-224,我所学到的「我存在」，不是一个推论。——《蓝皮书与褐皮书》〔意译〕
05-225,凡夫即佛，烦恼即菩提。——《坛经》（敦煌本）
05-226,知识的顺序应从最简单、最容易的对象开始，逐步上升到复杂。——《谈谈方法》第二部分（方法规则三）
05-227,刑生力，力生强，强生威，威生德，德生于刑。——《商君书·说民》
05-228,每日抽身片刻，与最高的自己相对而坐。——《致鲁基里乌斯书信集·第23封》〔译〕
05-229,真理的敌人不是谎言，而是信念。——《敌基督》第54节〔意译〕
05-230,人不能用科学把握自己，因为自己永远是提问者。——《哲学》〔意译〕
05-231,天长地久。天地所以能长且久者，以其不自生，故能长生。——《道德经·第七章》
05-232,在极限处，理性的筹划让位于存在的跃迁。——《哲学》〔意译〕
05-233,大音希声，大象无形。——《道德经·第四十一章》
05-234,语言与概念，皆以类比指向神；我们论神，是「像」而非「是」。——《神学大全·I·q.13·a.5》〔译〕
05-235,一个人若把幸福寄托于外物，他便把幸福交给了别人。——《手册·9》〔意译〕
05-236,每一个单子都被赋予一种内在的力，推动它变化。——《单子论》第11节〔意译〕
05-237,我决意把我所接受的一切意见重新审查一遍，把根基挖空再重建。——《第一哲学沉思集》第一沉思 / 《谈谈方法》第三部分〔意译〕
05-238,每一个对象都按其被给予方式而显现，显现方式构成其「视域」。——《纯粹现象学通论》§43〔译〕
05-239,天讨有罪，五刑五用哉！——《通书·刑》
05-240,右苟变，安可谓右？苟不变，安可谓变？——《公孙龙子·通变论》
05-241,各以得性为至，自尽为极也。——《庄子注·逍遥游》
05-242,我们当以德行而非出身来尊敬人。——〔译〕《残篇》DK B66（斯托拜乌斯转引）
05-243,哲学让一切如其所是，不解释，只描述。——《哲学研究》§124〔译〕
05-244,此在的「我性」不在于实体，而在于生存的展开。——《存在与时间》〔意译〕
05-245,哲学史底任务，在叙述历代底哲学思想，并指出其发展。——《中国哲学史·绪论》
05-246,个人的特殊意志，须上升为普遍意志，才具伦理效力。——《法哲学原理》〔译〕
05-247,个性的自由发展，是人类福祉的首要要素之一。——《论自由·第三章》〔译〕
05-248,国富而贫治，曰重国；国贫而富治，曰轻国。——《商君书·去强》
05-249,我的书，是我用来改变自己思想方式的工具。——《言与文》〔意译〕
05-250,心之悦理义，犹耳目之悦声色。——《心体与性体·第二部》 〔意译〕
05-251,我拒绝那种「我知道我是谁」的安逸。——《性经验史》〔意译〕
05-252,心一也，以其全体恻怛而言谓之仁。——《传习录》中
05-253,荒诞的人，是不寻求意义却仍拥抱生活的人。——《西西弗神话》〔意译〕
05-254,把人生看作旅舍而非故乡；你只是暂住，终须退房。——《论生命之短暂·1》〔译〕
05-255,以利合者，迫穷祸患害相弃也；以天属者，迫穷祸患害相收也。——《庄子·山木》
05-256,宗教若只是道德，它便与哲学无异；基督教的独特在于恩典。——《思想录》L308〔意译〕
05-257,天下万物，皆出于太极。——《焚书》
05-258,灵魂即便不凭借身体也能活动，因为身体的表象已内在于它。——《单子论》第72节〔意译〕
05-259,以富贵骄人，虽可言；以学问骄人，不可也。——《遗书》卷十九
05-260,故明君贤将，所以动而胜人，成功出于众者，先知也。——《孙子兵法·用间篇》
05-261,夫仁义自是人之情性，但当任之耳。——《庄子注·骈拇》
05-262,世界，是我的意志。——《作为意志和表象的世界·第一篇》〔译〕#self-other
05-263,世界不是物体的总和，而是意义敞开之境。——《存在与时间》§18〔译〕
05-264,当观身不净、受是苦、心无常、法无我。——《杂阿含经·卷十一》（四念处）
05-265,集中营，是极权主义试图把人「多余化」的终极实验室。——《极权主义的起源》〔译〕
05-266,自依止，法依止，不余依止。——《杂阿含经·卷二四》（阿难问经，attadīpa）
05-267,理性的真正胜利，是认识到理念在现实中的展开。——《逻辑学》〔译〕
05-268,人的伟大不在于身体，而在于思想；思想的领域无限大于宇宙。——《思想录》L113〔意译〕
05-269,真正的友谊罕见，因为多数人只求被需要。——《附录与补遗·人生的智慧》〔译〕
05-270,天地设而民生之。当此之时也，民知其母而不知其父。——《商君书·开塞》
05-271,真主之众名，是认识祂的门径，非其本体。——《光的壁龛》〔译〕
05-272,见鸟兽之哀鸣觳觫，而必有不忍之心焉，是其仁之与鸟兽而为一体也。——《大学问》
05-273,苦恼意识，是分裂的主体对自身不安的意识。——《精神现象学·主奴之后》〔译〕
05-274,我教导你们：不要低头，不要驼背，而要做一个能承载重负却依然挺立的人。——《查拉图斯特拉如是说》〔意译〕
05-275,莫让积习逼你走上这条道路，任由无经验的眼、轰鸣的耳与舌头去裁断。——〔译〕《论自然》残篇 DK B7（辛普里丘转引）
05-276,当我谈论「我」，我不是在指称一个隐藏的对象。——《哲学研究》〔意译〕
05-277,圣人者，原天地之美而达万物之理。——《庄子·知北游》
05-278,我衣衫褴褛，是为使自己习惯于必需之物。——〔译〕《名哲言行录》卷六·60
05-279,谁是我之主人？凡能支配我所看重之物者，便是我的主人；所以先看你将心放在何处。——《手册·2》〔意译〕
05-280,道之外无物，物之外无道。——《遗书》卷四
05-281,中年心境，哀而不伤，最堪玩味。——《徒然草》〔译〕
05-282,剥削，隐藏在等价交换的表象之下。——《资本论》第一卷〔译〕
05-283,你若爱现世，便如饮咸水，愈饮愈渴。——《宗教学科的复兴》〔译〕
05-284,是以圣人不期修古，不法常可，论世之事，因为之备。——《韩非子·五蠹》
05-285,相互对立者彼此契合，如弓与竖琴的张力所成的和谐。——〔译〕《残篇》DK B51（希波克拉底《论营养》与普鲁塔克转引）
05-286,无限空间的永恒沉默，使我恐惧。——《思想录》L131〔意译〕
05-287,人们对同一事物有不同判断，所以同一事物既非好也非坏，好坏只在不由他们掌控的判断里。——《手册·1》〔意译〕
05-288,学者之患，在于好名。——《日知录》 〔意译〕
05-289,亲民者，达其天地万物一体之用也。——《大学问》
05-290,量变到一定程度，引起质变。——《逻辑学·存在论》〔译〕
05-291,我们虽不能完满理解，却能通过理性接近真理。——《人类理智新论》序言〔意译〕
05-292,我之为我，在于我愿意被反驳。——《无穷的探索》〔意译〕
05-293,凡学问之法，不为无才，难于距师，核道实义，证定是非也。——《论衡·问孔》
05-294,事，孰为大？事亲为大；守，孰为大？守身为大。——《孟子·离娄上》
05-295,古之圣人，亦只是相通，其言皆同。——《语录》
05-296,志不强者智不达，言不信者行不果。——《墨子·修身》
05-297,历史不自动进步，它在血与觉醒间摆动。——《反抗者》〔意译〕
05-298,自由不在终点，而在起点；你必须当下就自由。——《重新认识你自己》〔译〕
05-299,那唯一的智慧，虽不愿也不愿不被称为宙斯之名，它凭谋划驾驭万有。——〔译〕《残篇》DK B32（克莱门转引）
05-300,法律，应当保护最弱者对抗最强者。——《论妇女的从属地位》〔译〕
