ID,语句
01-061,我们对外物的知识，不如对自身心灵的知识确定。——《人类理解论》卷四·章三·节5〔意译〕
01-062,穷则反，终则始。——《庄子·则阳》
01-063,独学无友，则孤陋而难成。——《亭林文集·与人书》（为学）
01-064,形而上学把存在遗忘为存在者之存在。——《路标·形而上学的基本问题》〔意译〕
01-065,天地之性人为贵，人之所以贵于物者，以其有此理也。——《语录》
01-066,马固有色，故有白马。使马无色，有马如已耳，安取白马？故白者非马也。——《公孙龙子·白马论》
01-067,我知天下之中央，燕之北、越之南是也。——《庄子·天下》（历物十事之九） #self-other
01-068,社会是许多底人之结合，有 organisn 之意义。——《新事论》 〔意译〕
01-069,得志，与民由之；不得志，独行其道。——《孟子·滕文公下》
01-070,恶的存在并不否定最好的世界；恶是更大的善所允许的陪衬。——《神义论》〔意译〕
01-071,活着，并知道自己将死，是唯一清醒的姿态。——《西西弗神话》〔意译〕
01-072,每一个单子都以自己的方式表象整个宇宙。——《单子论》第22节〔意译〕
01-073,不可能有一种方式说话而不被误解。——《猜想与反驳》〔译〕
01-074,水火有气而无生，草木有生而无知，禽兽有知而无义；人有气、有生、有知，亦且有义，故最为天下贵也。——《荀子·王制》
01-075,自我意识，只有在另一个自我意识里才获得它的满足。——《精神现象学·主奴辩证法》〔译〕
01-076,人若不为自己的必死而警醒，他便在生活里沉睡。——《思想录》L164〔意译〕
01-077,夫所谓仙佛者，皆人也。——《焚书·答耿中丞》
01-078,苏非之道，始于离群，终于爱人。——《迷途指津》〔译〕
01-079,礼者，理也；乐者，和也。——《中国哲学简史》 〔意译〕
01-080,乌托邦工程试图一次性重塑社会，往往带来灾难；渐进工程才是可行的。——《开放社会及其敌人》〔译〕
01-081,日用常行饶益，成道非由施钱。——《坛经·无相颂》（宗宝本） ⚠️
01-082,器具的有用性指向一个因缘整体，即世界。——《存在与时间》§15〔译〕
01-083,大人者，以天地万物为一体者也。——《大学问》
01-084,即便被错待，也不可因此去错待人；行不义永远比受不义更坏。——〔译〕《克力同》48b—49a
01-085,被动的情感若与清楚的观念结合，便不再是被动的。——《伦理学》第五部分·命题三附释〔意译〕
01-086,真理之路断然宣称：是者存在；意见之路则徒然描画那不存在者的幻影。——〔译〕《论自然》残篇 DK B2（辛普里丘转引）
01-087,护卫者不应爱财；金与银于他们乃最大的腐蚀。——〔译〕《理想国》416e—417a
01-088,《中观》云：物无彼此。——《不真空论》
01-089,学也者，固学一之也。——《荀子·劝学》
01-090,名为生命之弓，其功用却是死亡。——〔译〕《残篇》DK B48（克莱门《杂记》转引）
01-091,我们所有的观念中都包含着无限。——《单子论》第26节〔意译〕
01-092,学苟知本，六经皆我注脚。——《语录》（卷三十四）
01-093,二元对立（dvaita）是妄见，不二（advaita）是真实。——《梵经注·卷一》〔译〕
01-094,山木自寇也，膏火自煎也。桂可食，故伐之；漆可用，故割之。——《庄子·人间世》
01-095,敬以直内，义以方外，敬义立而德不孤。——《易传·坤卦》
01-096,自我批判，是理性唯一的护身符。——《猜想与反驳》〔意译〕
01-097,凡人须以圣贤为己任。——《遗书》卷二十二上
01-098,动物没有理性灵魂，它们是无理性的自动机。——《谈谈方法》第五部分〔意译〕
01-099,自然万物各按其时、各安其位；人的尊贵，在能认知并赞颂这秩序。——《上帝之城·11·?》〔译〕
01-100,律己严，而待人恕。——《日知录》 〔意译〕
01-101,形也，神也，物也，三相遇而知觉乃发。——《张子正蒙注·太和篇》
01-102,知彼知己，胜乃不殆；知天知地，胜乃可全。——《孙子兵法·地形篇》 #self-other
01-103,有能则举之，无能则下之。——《墨子·尚贤上》
01-104,我们必须把复杂问题分解为若干最简单的部分。——《谈谈方法》第二部分（方法规则二）
01-105,不仁而有勇力，则狂而操利兵也；不智而辩慧，则迷而乘良马也。——《春秋繁露·必仁且智》
01-106,蓬生麻间，不扶自直；白纱入缁，不练自黑。——《论衡·率性》
01-107,上古之世，人民少而禽兽众，人民不胜禽兽虫蛇。——《韩非子·五蠹》
01-108,在功利境界中底人，其行为是为利底。——《新原人·第二章》
01-109,你当每日省察己身（muḥāsaba），如临清算。——《宗教学科的复兴·卷四》〔译〕
01-110,心若空，主便来居。——《玛斯纳维·卷五》〔译〕
01-111,众生痴惑，妄计有我；菩萨为说无我，令得出离。——《大智度论·卷三十六》〔意译〕
01-112,若悟无生顿法，见西方只在刹那。——《坛经》（敦煌本）
01-113,星辰不答人的诘问，沉默是其答。——《鲁拜集》〔译〕
01-114,含道独往，弃智遗身。——《兄秀才公穆入军赠诗》
01-115,物质匮乏使人彼此为敌，这是历史的根本张力。——《辩证理性批判》〔译〕
01-116,前定和谐：所有单子由上帝一次性协调，如两口对准的钟。——《单子论》第48—52节〔意译〕
01-117,人是应当被超越的：我教你们做超人。——《查拉图斯特拉如是说·序言》
01-118,自由意志之赐，是为使人能自愿归于善；无选择，便无功亦无过。——《论自由意志·3·3》〔译〕
01-119,尚贤者，政之本也。——《墨子·尚贤上》
01-120,上古竞于道德，中世逐于智谋，当今争于气力。——《韩非子·五蠹》
01-121,有因有缘世间集，有因有缘世间灭。——《杂阿含经·卷二》
01-122,善为国者，仓廪虽满，不偷于农。——《商君书·农战》
01-123,仁者，心之德也。——《读通鉴论》 〔意译〕
01-124,良知良能，皆无所由，乃出于天，不系于人。——《遗书》卷二上
01-125,语言，是理性的工具，也是遮蔽真实的幕。——《作为意志和表象的世界》〔译〕
01-126,中庸所谓中和，即本体之流行。——《读经示要·卷二》 〔意译〕
01-127,我接受自己的有限，正如我接受世界的有限。——《精神生活·思维》〔意译〕
01-128,人不满意于自然境界，而求进于较高境界，此即学底意义。——《新原人·第一章》
01-129,我发现，名声最大的人，恰恰是最无知的人。——柏拉图《申辩篇》22a〔译〕
01-130,此法门是最上乘，为大智人说，为上根人说。——《坛经》（敦煌本）
01-131,故彼彼止于彼，此此止于此，可。——《公孙龙子·名实论》
01-132,见孺子之入井，而必有怵惕恻隐之心焉，是其仁之与孺子而为一体也。——《大学问》
01-133,你想要平安吗？那就只欲求那由你决定的事，并对其他一切说「随它去」。——《手册·8》〔意译〕
01-134,"所谓""机运""，乃人将未知之因归之于它。——〔译〕《残篇》DK B（斯托拜乌斯转引）"
01-135,人对自然所定的序毫无怨言；你若抱怨，只因你把自己置于自然之外。——《手册·23》〔意译〕
01-136,科学的限度，在于它无法回答「人应当如何生活」。——《哲学》〔意译〕
01-137,道不同，不相为谋。——《论语·卫灵公》
01-138,若你不愿成为自己，你就永远只是个「他人」。——《日记》（Papirer）〔译〕
01-139,我能怀疑一切，却无法怀疑我正在怀疑。——《论确实性》〔意译〕
01-140,自然不仁，以万物为意志的战场。——《作为意志和表象的世界》〔译〕
01-141,公其非是于学校。——《明夷待访录·学校》
01-142,一个人必须学会爱自己——不是用病态的爱，而是用健康的爱。——《查拉图斯特拉如是说·论爱邻人》〔意译〕
01-143,天之明莫大于日，故有目接之，不知其几万里之高也；天之不御莫大于太虚，故心知廓之，莫究其极也。——《正蒙·大心》
01-144,立志用功，如种树然。——《传习录》上
01-145,自由不是属性，而是人的存在结构本身。——《存在与虚无》〔译〕
01-146,故《春秋》之于世事也，善复古，讥易常，欲其法先王也。——《春秋繁露·玉杯》
01-147,人的意志本性上指向幸福；它不能不欲求幸福，却可错认何者为幸福。——《神学大全·I-II·q.6·a.1》〔译〕
01-148,韩子之术，不养德，而务法。——《论衡·非韩》
01-149,清虚静泰，少私寡欲。——《养生论》
01-150,意义是意向行为的成就，表达只是其外在化。——《纯粹现象学通论》〔意译〕
01-151,东方人只知一人（专制君主）自由，希腊罗马人知部分人自由，日耳曼世界知所有人自由。——《历史哲学讲演录》〔译〕
01-152,天者，自然之谓也。——《庄子注·大宗师》
01-153,阳为德，阴为刑；刑主杀而德主生。——《汉书·董仲舒传》（举贤良对策）
01-154,利者，义之和也；利物足以和义。——《易传·乾卦》
01-155,我的灵魂若不在你里面，便无处安放；我向外求索，你却一直守在门内。——《忏悔录·10·27》〔译〕
01-156,朋友之道，在以德相砺；只图利益之交，利尽则散。——《论恩惠·6》〔译〕
01-157,困难显出一个人的本色；没有风浪，无人知舵手之能。——《论天意·4》〔译〕
01-158,理性单独不能激发任何行动。——《人性论》卷二·章三〔意译〕
01-159,流丸止于瓯臾，流言止于知者。——《荀子·大略》
01-160,荷马若真懂，就当被希腊人逐出赛场、遭鞭笞。——〔译〕《残篇》DK B42（第欧根尼·拉尔修 IX.1 转引）
01-161,涵养须用敬，进学则在致知。——《遗书》卷十八
01-162,从天而颂之，孰与制天命而用之？——《荀子·天论》
01-163,必有第一因；无物是自因，故必有一切因果所依之因。——《神学大全·I·q.2·a.3》〔译〕
01-164,先验还原是一场使自我回归自身的回转。——《纯粹现象学通论》§33〔译〕
01-165,国强而不战，毒输于内；礼乐虱官生，必削。——《商君书·去强》
01-166,知性，为自然立法。——《纯粹理性批判·先验分析论》〔译〕
01-167,我们称之为「自我」的，不过是知觉的剧场。——《人性论》卷一·部四·章六〔意译〕
01-168,你因外物而动心时，立刻抓住那表象，对它说：你只是表象，并非你所显得的那样。——《手册·1》〔意译〕
01-169,自知者不怨人，知命者不怨天。——《荀子·荣辱》
01-170,三军可夺气，将军可夺心。——《孙子兵法·军争篇》
01-171,以善先人者谓之教，以善和人者谓之顺。——《荀子·修身》
01-172,宇宙中若没有思想，那广袤本身也毫无意义。——《思想录》L113〔意译〕#self-other
01-173,柔弱，生之徒；刚强，死之徒。——《老子注·七十六章》
01-174,哲人争辩天道，酒徒但饮且歌。——《鲁拜集》〔译〕
01-175,完美的幸福，在于对神本质的直观；任何受造之物都不能使人真正满足。——《神学大全·I-II·q.3·a.8》〔译〕
01-176,我宁可要我确知的「无」，不要可疑的「永恒」。——《西西弗神话》〔意译〕
01-177,天体的运动可以依据力学规律得到解释，而不必诉诸智慧实体的推动。——《哲学原理》第三部分·§45〔意译〕
01-178,我有能力不做坏事；因此我不会被恶所强迫。——《沉思录》卷八·29〔意译〕
01-179,思曰睿，睿作圣；致思如掘井，初有浑水，久则清水出。——《遗书》卷十五
01-180,西方文化，是分解的尽理之精神。——《政道与治道》 〔意译〕
01-181,每一段友谊本身都值得追求，尽管它常始于利益。——〔译〕《梵蒂冈格言集》VS 9
01-182,德之不修，学之不讲，闻义不能徙，不善不能改，是吾忧也。——《论语·述而》
01-183,买马买驴尚且试了又试，选政客治理城邦却毫不检验。——〔译〕《名哲言行录》卷六·55
01-184,财富与荣誉，在智者眼里，是「无花果树上结无花果」那样自然且无足轻重的东西。——《沉思录》卷六·50 前后〔意译〕
01-185,哲学的唯一任务，是获得明见性（Evidenz）。——《现象学的观念》第一讲〔译〕
01-186,真理深藏，只有不懈的探究方能略近。——〔译〕《残篇》〔⚠️ 义近归纳；据 DK B125 义，塞克斯都·恩披里柯转引〕
01-187,怀疑自身需要一种不疑的基础。——《论确实性》§115〔译〕
01-188,仁慈优于严苛；统治者的力量，不在使人惧，而在使人服。——《论仁慈·1》〔译〕
01-189,若一个人知道了什么是善，就必然会去做善事。——柏拉图《美诺篇》87d〔译〕※
01-190,至当之谓德，百顺之谓福。——《正蒙·至当》
01-191,学哲学底目的，是使人作为人能够成为人，而不是使人成为某种人。——《中国哲学简史·绪论》
01-192,所谓定者，动亦定，静亦定，无将迎，无内外。——《定性书》（《遗书》卷二上）
01-193,正其谊不谋其利，明其道不计其功。——《汉书·董仲舒传》（举贤良对策）
01-194,夫象者，出意者也。言者，明象者也。——《周易略例·明象》
01-195,凡人之患，蔽于一曲而暗于大理。——《荀子·解蔽》
01-196,我们对物质实体的知识，远少于对心灵实体的知识。——《人类理解论》卷四·章三·节6〔意译〕
01-197,真理不需要信徒，它需要的是清醒的人。——《智慧的觉醒》〔译〕
01-198,对他人的义务，始于「不对他人为恶」。——《道德形而上学·德性论》〔译〕
01-199,责任，始于承认我的判断可能带来后果。——《开放社会及其敌人》〔意译〕
01-200,艺术美高于自然美，因为艺术美是精神的产品。——《美学讲演录》〔译〕
01-201,天道不已，故生生不穷。——《思问录·内篇》 〔意译〕
01-202,其名正，则唯乎其彼此焉。——《公孙龙子·名实论》
01-203,真正的自由人，是不被任何外力所强迫、不因外物而焦虑的人。——《手册·2》〔意译〕
01-204,学者须先立志。——《明儒学案》〔案语，意译〕
01-205,我迟到了爱你，美善永昔永新；你在我身内，我却在外追寻。——《忏悔录·10·27》〔译〕
01-206,谁脱离城邦而自足，便非兽即神。——〔译〕《政治学》1253a
01-207,屈民而伸君，屈君而伸天，《春秋》之大义也。——《春秋繁露·玉杯》
01-208,上帝之城是所有心灵组成的、最完满的共同体。——《单子论》第85节〔意译〕
01-209,我们被训诫成「正常」，而正常本身是一种权力的裁决。——《规训与惩罚》〔意译〕
01-210,"正义不容""非存在""越界混入""存在""。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）"
01-211,我对自己的唯一要求，是从不停止追问。——《知识考古学》〔意译〕
01-212,人若被情感支配，便是被动的奴隶。——《伦理学》第四部分·命题三十二〔意译〕
01-213,一切义务，最终都可归结为「自律」这一义务。——《道德形而上学》〔译〕
01-214,哲学应当为一切科学提供意义的奠基。——《欧洲科学的危机与超越论的现象学》〔意译〕
01-215,自立自重，不可随人脚跟，学人言语。——《语录》（卷三十五）
01-216,财富如海水：喝得越多，越觉口渴。——《附录与补遗·人生的智慧》〔译〕
01-217,哲学是介于神学与科学之间的东西。——《西方哲学史·序言》〔译〕
01-218,得天下有道：得其民，斯得天下矣。——《孟子·离娄上》
01-219,心有所主，则外惑不能动。——《徒然草》〔译〕
01-220,知足者，虽少而富。——〔译〕《残篇》DK B110（斯托拜乌斯转引）
01-221,圣人自知不自见，自爱不自贵。——《道德经·第七十二章》
01-222,多数人的不幸，来自把「不在己」之事当作「在己」去争夺。——《论生命之短暂·2》〔译〕
01-223,社会的太平，来自人人各安其分、各守其约。——《论仁慈·1》〔译〕
01-224,灵魂中总在变化，每一种当下状态都孕育着下一步。——《单子论》第22节〔意译〕
01-225,众人所敬者未必值得敬，众人所弃者未必可弃。——〔意译〕《名哲言行录》卷六（据其言论）
01-226,仁者无敌。——《孟子·梁惠王上》
01-227,我嘲笑为虚名奔忙的人，因为他们忘了自己是谁。——〔意译〕《名哲言行录》卷六（据其嘲讽）
01-228,人创造了神，又用神来证明自己的顺从。——《反抗者》〔意译〕
01-229,能兴即谓之豪杰。——《俟解》
01-230,极权统治的要害，是把整个社会的所有领域都纳入控制。——《极权主义的起源》〔译〕
01-231,知己知彼，百战不殆；不知彼而知己，一胜一负；不知彼不知己，每战必殆。——《孙子兵法·谋攻篇》 #self-other
01-232,我们应当服从国家的法律与宗教。——《谈谈方法》第三部分（临时道德准则第一条）〔意译〕
01-233,有明之无善治，自高皇帝罢丞相始也。——《明夷待访录·置相》
01-234,所谓天理，复是何物？仁义礼智信是也。——《语类》卷十三
01-235,那唯一的、普遍的智慧，知道那驾驭万有的谋划。——〔译〕《残篇》DK B41（克莱门《杂记》转引）
01-236,对现存的一切进行无情的批判，主要是在批判的实践中。——《德意志意识形态》〔译〕
01-237,私人语言是不可能的：我不能拥有一种只有自己能懂的语言。——《哲学研究》§243〔译〕
01-238,三世诸佛，在众生心中显现。——《正法眼藏·仏法》
01-239,智术之士，必远见而明察，不明察不能烛私。——《韩非子·孤愤》
01-240,权力属于群体，当它散去，权力也随之消失。——《论革命》〔译〕
01-241,圣人不责人之必能，是以人人皆可以为圣。——《焚书·答耿中丞》
01-242,当他人冒犯你，先想：他是否也受制于那不由他选择的判断？若是，他便值得怜悯而非愤怒。——《手册·18》〔意译〕
01-243,人有不为也，而后可以有为。——《孟子·离娄下》
01-244,暴则君臣争而两明也，两明者，昏不明，非正举也。——《公孙龙子·通变论》
01-245,最优秀的人，于万事后以荣誉为先。——〔译〕《残篇》DK B121（第欧根尼·拉尔修 IX.5 转引）
01-246,故杀敌者，怒也；取敌之利者，货也。——《孙子兵法·作战篇》
01-247,传统若不经检验，便是枷锁。——《克里希那穆提讲演录》〔译〕
01-248,强必富，不强必贫；强必饱，不强必饥。——《墨子·非命下》
01-249,夫唯无其知而任天下之自为，故驰万物而不穷。——《庄子注·在宥》
01-250,善无主于心者不留，行莫辩于身者不立。——《墨子·修身》
01-251,故圣人明君者，非能尽其万物也，知万物之要也。——《商君书·农战》
01-252,明主之所导制其臣者，二柄而已矣。二柄者，刑德也。——《韩非子·二柄》
01-253,故《成具》云：菩萨处计常之中，而演非常之教。——《物不迁论》
01-254,一个人的性格，若只是模仿他人，便失去做人一半的意义。——《论自由·第三章》〔译〕
01-255,不疾而速，不行而至。——《般若无知论》
01-256,无明非实有、非全无，如翳病，治则自除。——《梵经注·卷二》〔译〕
01-257,贫困是易于获得的德性；诸神把生活必需的廉价，人却以奢侈毁了。——〔译〕《名哲言行录》卷六·31
01-258,我在怀疑，因此我可能错；但「我在思维」这一点，是绝对确定的。——《第一哲学沉思集》第二沉思〔意译〕
01-259,君子之学，死而后已。——《亭林文集》 〔意译〕
01-260,人创造制度，也可能被制度吞噬。——《辩证理性批判》〔意译〕
01-261,自我意识的真理，是它自己的确定性。——《精神现象学》〔译〕
01-262,色类自有道，离道别觅道；觅道不见道，到头还自恼。——《坛经·无相颂》（宗宝本） ⚠️
01-263,孰知今日之清谈，有甚于前代者。——《日知录·夫子之言性与天道》
01-264,灵魂若与身体同在，便被身体的需要与情感所扰，难以求得纯然的真实。——〔译〕《斐多》66c—67a
01-265,死生无异，故曰无所终穷。——《庄子注·知北游》
01-266,欲刚，必以柔守之；欲强，必以弱保之。——《韩非子·喻老》
01-267,夫童心者，真心也；若以童心为不可，是以真心为不可也。——《焚书·童心说》
01-268,视人之国若视其国，视人之家若视其家，视人之身若视其身。——《墨子·兼爱中》
01-269,众多世界生而又灭，循环不息。——〔译〕《残篇》DK B（第欧根尼·拉尔修 IX 转引）
01-270,真正的爱，是对他人脆弱的承认。——《鼠疫》〔意译〕
01-271,"我白昼提着灯，在市集里寻找一个""真正的人""。——〔译〕《名哲言行录》卷六·41"
01-272,名不徒生，而誉不自长。——《墨子·修身》
01-273,天、地、空皆梵之相，非异于梵。——《伊莎奥义书注》〔译〕
01-274,规训社会把人安置进格子，使每个人都可被计算、被校正。——《规训与惩罚》〔意译〕
01-275,万物莫不有规矩。——《韩非子·解老》
01-276,你是一出戏中的演员，剧本由导演分配；他给你短的角色，你就演短的，给你长的，你就演长的。——《手册·17》〔译〕
01-277,义以分则和，和则一，一则多力，多力则强。——《荀子·王制》
01-278,虚妄之见，生于执相而昧体。——《新唯识论·卷下》 〔意译〕
01-279,心物非二。——《新唯识论·卷下》
01-280,在「对」「错」的想法之外，有一片原野，我将在那里与你相会。——《玛斯纳维·卷三》〔译〕
01-281,没有内容的思想是空的，没有概念的直观是盲的。——《纯粹理性批判》（A51/B75）〔译〕
01-282,理性的公开运用，必须是完全自由的。——《答复这个问题：什么是启蒙》（1784）〔译〕
01-283,人文学科对「人」的颂扬，恰恰发生在「人」即将消失之际。——《词与物·结语》〔意译〕
01-284,此有故彼有，此生故彼生；此无故彼无，此灭故彼灭。——《杂阿含经·卷十二》（缘起偈）
01-285,心不存乎矜尚，故能越名教而任自然；情不系于所欲，故能审贵贱而通物情。——《释私论》
01-286,唐、虞之时，比屋可封；桀、纣之时，比屋可诛。——《语录》
01-287,两不立，则一不可见；一不可见，则两之用息。——《正蒙·参两》
01-288,国家是一切冷酷怪物中最冷酷的。它说谎：「我，国家，就是人民。」——《查拉图斯特拉如是说·论新的偶像》
01-289,穷理亦多端：或读书讲明义理，或论古今人物别其是非，或应接事物而处其当然。——《语类》卷十八
01-290,语言是思想的容器，容器破则酒洒。——《宗教学科的复兴》〔译〕
01-291,原子与虚空实存，此外别无。——〔译〕《致希罗多德的信》LH
01-292,哲学应当被研究，不是为了它给出的确定答案，而是为了它提出的问题。——《哲学问题》〔译〕
01-293,现代人是一个碎片、一个断指、一个残缺不全的人。——《查拉图斯特拉如是说·论救赎》〔意译〕
01-294,得道者多助，失道者寡助。——《孟子·公孙丑下》
01-295,百工为方以矩，为圆以规，直以绳，正以悬。——《墨子·法仪》
01-296,婚姻制度若不随社会条件变化，便会成为压抑的源头。——《婚姻与道德》〔译〕
01-297,人生境界，由低而高，可分为四种：自然境界、功利境界、道德境界、天地境界。——《新原人·第一章》
01-298,所谓外部世界，是超越于内在被给予性的「超越者」。——《纯粹现象学通论》§44〔译〕
01-299,观书者，释己之疑，明己之未达。——《张子语录》
01-300,圣人之所以为圣，只是其心纯乎天理而无人欲之杂。——《传习录》上
