ID,语句
62,致知之途有二，曰学、曰思。——《读通鉴论·卷六》
63,最好的政体，是使全体公民能得幸福与闲暇的政体。——〔译〕《政治学》1325a—b
64,欲成方圆而随其规矩，则万事之功形矣。——《韩非子·解老》
65,龙之所以为名者，乃以白马之论尔。——《公孙龙子·迹府》
66,黄疸者视蜜为苦，健康者视蜜为甜——感觉随体质而异。——〔译〕《残篇》〔⚠️ 编号待核；普鲁塔克《道德论丛》转引，DK 无对应独立编号〕
67,马固有色，故有白马。使马无色，有马如已耳，安取白马？故白者非马也。——《公孙龙子·白马论》
68,天之生人也，使人生义与利。利以养其体，义以养其心。——《春秋繁露·身之养重于义》
69,不要企求事情如你所愿地发生，而要企求事情如其本来那样发生；这样你的人生便会顺畅。——《手册·8》〔译〕
70,我所谓「我看见红色」，是习得的语言反应，不是私密的命名。——《哲学研究》§244〔译〕
71,受、想、行、识，亦复如是，无常、苦、非我。——《杂阿含经·卷一》
72,是故南面而治天下，莫不以教化为大务。——《汉书·董仲舒传》（举贤良对策）
73,夫卦者，时也；爻者，适时之变者也。——《周易略例·明卦适变通爻》
74,人才有高下，知物由学，学之乃知，不问不识。——《论衡·实知》
75,物无妄然，必由其理。——《周易略例·明彖》
76,凡内在正义者，即便被误判为不义，其灵魂依旧安然无惧。——〔译〕《理想国》591b—592a
77,权力，需要被制约，无论它来自君主还是多数。——《代议制政府》〔译〕
78,儒家所讲底，是人之道。——《中国哲学简史·第一章》
79,世界整体作为理念，不能被经验所穷尽。——《纯粹理性批判·先验辩证论》〔译〕
80,道德法则，是纯粹实践理性的唯一事实。——《实践理性批判》〔译〕
81,一个人若从不怀疑自己的动机，他便已停止思考。——《精神生活·思维》〔意译〕
82,心之全德，曰仁；仁者，浑然与物同体。——《新原人》 〔意译〕
83,吾日三省吾身：为人谋而不忠乎？与朋友交而不信乎？传不习乎？——《论语·学而》（曾子语，与孔子修身之道并引）
84,致虚，物之极；守静，物之真正也。——《老子注·十六章》
85,若人求佛，当知佛即汝之修行。——《正法眼藏·仏法》
86,审判一个时代，要看它是否容许个体存在。——《现时代》（本名）〔译〕
87,人对自然所定的序毫无怨言；你若抱怨，只因你把自己置于自然之外。——《手册·23》〔意译〕
88,锲而舍之，朽木不折；锲而不舍，金石可镂。——《荀子·劝学》
89,力不若牛，走不若马，而牛马为用，何也？曰：人能群，彼不能群也。——《荀子·王制》
90,理性的胜利，伴随着对非理性的禁闭。——《疯癫与文明》〔译〕
91,人无礼则不生，事无礼则不成，国家无礼则不宁。——《荀子·修身》
92,在人群中失去自己，比独处更孤独。——《日记》（Papirer）〔译〕
93,老吾老，以及人之老；幼吾幼，以及人之幼。——《孟子·梁惠王上》
94,群而无分则争，争则乱，乱则穷。——《荀子·富国》
95,甚爱必大费，多藏必厚亡。——《韩非子·喻老》
96,语言之言说，先于人之言说。——《林中路·语言》〔译〕
97,心灵既是身体的观念，也努力保持自身的存在。——《伦理学》第三部分·命题九附释〔意译〕
98,凡令你痛苦或恐惧的，其实都不在你掌控之中；你对这些事的判断，才真正属于你。——《手册·1》〔意译〕
99,存在的追问者，首先必须是领悟自身有限的存在者。——《存在与时间》§2〔译〕
100,真主以泥土造人，又以人造瓶以盛酒。——《鲁拜集》〔译〕
101,教育当培养德性，而非仅授技艺。——《宗教学科的复兴·卷一》〔译〕
102,自然科学的客观真理，只有回溯到生活世界才获得意义。——《欧洲科学的危机与超越论的现象学》§34〔译〕
103,服从与自由不能并存。——《克里希那穆提讲演录》〔译〕
104,你必须成为自己的光。——《人生中不可不想的事》〔译〕
105,兵者，国之大事，死生之地，存亡之道，不可不察也。——《孙子兵法·计篇》
106,良知良能，皆无所由，乃出于天，不系于人。——《遗书》卷二上
107,我必须在「好像」中行动，尽管没有绝对根据。——《哲学》〔意译〕
108,物质实体的本质是广延。——《哲学原理》第二部分·§4 / 《第一哲学沉思集》第五沉思〔意译〕
109,政府的正当性，来自被治者的同意。——《代议制政府》〔译〕
110,"公孙龙疾名实之散乱，因资材之所长，为""守白""之论。——《公孙龙子·迹府》"
111,敬以直内，义以方外，敬义立而德不孤。——《易传·坤卦》
112,世间万法，皆是佛法之方便。——《正法眼藏·仏法》
113,人若不能服从自己的理性立法，就永远只是未成年人。——《答复这个问题：什么是启蒙》（1784）〔译〕
114,信仰不可僭越理性证据所能达到的范围。——《人类理解论》卷四·章十八·节5〔意译〕
115,不知知之不足任，则病也。——《老子注·七十一章》
116,人只有在临界处境中，才真正面对自己的存在。——《哲学》第一卷〔意译〕
117,一切客观知识，最终可回溯到主体间的有效确认。——《欧洲科学的危机与超越论的现象学》〔意译〕
118,个性的张扬，需要社会的宽容。——《论自由·第三章》〔译〕
119,公者，仁之量也。——《原儒·卷二》 〔意译〕
120,风声雨声，无非说法；溪山草木，尽是法身。——《正法眼藏·仏法》
121,人若知这良知诀窍，随他多少邪思妄念，这里一觉，都自消融。——《传习录》下
122,每一个对象都按其被给予方式而显现，显现方式构成其「视域」。——《纯粹现象学通论》§43〔译〕
123,我写作，是因为有些事若不写下来，我便无法理解它。——《过去与未来之间》〔意译〕
124,不义不富，不义不贵，不义不亲，不义不近。——《墨子·尚贤上》
125,书生论道，不如村翁一醉见真。——《鲁拜集》〔译〕
126,自由是政治存在的原因，也是它的目标。——《人的境况》〔译〕
127,我思故我在，但「我」远不止于思维；我是一个会朽坏、会恐惧、会盼望的整体。——《思想录》〔意译〕
128,我有能力不做坏事；因此我不会被恶所强迫。——《沉思录》卷八·29〔意译〕
129,自然法是理性所发现的、维系和平与保全的法则。——《政府论两篇·下篇》章二·节6〔意译〕
130,民之见战也，如饿狼之见肉。——《商君书·画策》
131,总天地万物之理，便是太极。——《语类》卷九十四
132,你将知晓那以太的本性，与其中一切征兆，并那无瑕的太阳之火。——〔译〕《论自然》残篇 DK B10（辛普里丘转引）
133,我非世界的诸事实之一，我是世界的界限。——《逻辑哲学论》5.63〔译〕
134,伽利略以数学化的自然取代了真实被给予的生活世界。——《欧洲科学的危机与超越论的现象学》§9〔译〕
135,以武力强人改宗，既不产生真信仰，也破坏和平。——《论宗教宽容》〔意译〕
136,活着，并知道自己将死，是唯一清醒的姿态。——《西西弗神话》〔意译〕
137,"仲尼异""楚人""与所谓""人""，而非龙异""白马""于所谓""马""，悖。——《公孙龙子·迹府》"
138,理性的狡计，利用个人的情欲来实现自己的目的。——《历史哲学讲演录》〔译〕
139,万物皆由神从虚无中创造；受造非神之必然，乃其自由的美意。——《神学大全·I·q.45·a.1》〔译〕
140,战胜自己，比改变世界的秩序更容易，也更符合我的本分。——《谈谈方法》第三部分〔意译〕
141,一切有为法，念念生灭，无有实法可得。——《大智度论·卷五》
142,余尝论确然有以自信者，真也。——《焚书·杂述》
143,真理不能自相矛盾；哲学与启示同出一源，故终不相悖。——《反异教大全·I·7》〔译〕
144,死生亦大矣，而能觉解者，可于其中见天理之常。——《新原人》 〔意译〕
145,无得罪于州闾乡党之患，其惟慎独乎。——《东铭》
146,上帝的存在无法由几何般的证明确定，却能由心的需要确证。——《思想录》L424〔意译〕
147,于石，一也；坚白，二也，而在于石。故有知焉，有不知焉；有见焉，有不见焉。——《公孙龙子·坚白论》
148,在门前行礼于你千万种化身，再入门。——《玛斯纳维·卷六》〔译〕
149,百工之巧，皆本于实用而后可贵。——《天下郡国利病书》 〔意译〕
150,举世而誉之而不加劝，举世而非之而不加沮。——《庄子·逍遥游》
